,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1493,7.36E+02,6.8873162,1.117998,6.160401,7.26E-10,3.21E-08,ENSG00000137310,TCF19
3291,2.66E+02,6.8446599,0.6443496,10.622588,2.34E-26,6.95E-24,ENSG00000204576,PRR3
1520,4.86E+01,6.8322928,1.9370855,3.527099,4.20E-04,3.67E-03,ENSG00000138100,TRIM54
1117,9.81E+01,6.5421224,2.0039795,3.264566,1.10E-03,7.98E-03,ENSG00000124701,APOBEC2
1732,1.43E+01,6.4842839,2.1935071,2.956126,3.12E-03,1.81E-02,ENSG00000144771,LRTM1
285,3.34E+02,6.4012542,2.1079768,3.036681,2.39E-03,1.47E-02,ENSG00000077522,ACTN2
3332,9.96E+03,6.3920576,0.3247228,19.68466,2.92E-86,4.34E-83,ENSG00000206503,HLA-A
2937,3.20E+01,6.3795874,1.7135364,3.723053,1.97E-04,1.99E-03,ENSG00000185774,KCNIP4
3082,1.62E+01,6.3519475,1.8881049,3.364192,7.68E-04,5.98E-03,ENSG00000196581,AJAP1
3580,4.37E+02,6.3424053,0.5313625,11.936118,7.67E-33,3.22E-30,ENSG00000271043,MTRNR2L2
1105,5.25E+01,6.2948893,1.1482164,5.48232,4.20E-08,1.32E-06,ENSG00000124253,PCK1
2713,1.64E+04,6.2457419,0.3462181,18.039905,9.47E-73,1.11E-69,ENSG00000177954,RPS27
3272,2.94E+03,6.2389256,0.269683,23.134291,2.09E-118,1.14E-114,ENSG00000204435,CSNK2B
877,5.07E+01,6.235614,1.6770052,3.718303,2.01E-04,2.02E-03,ENSG00000114854,TNNC1
3412,1.24E+02,6.2262215,0.8749783,7.115858,1.11E-12,7.51E-11,ENSG00000221970,OR2A1
3277,8.83E+03,6.207391,0.2965295,20.933469,2.65E-97,7.23E-94,ENSG00000204469,PRRC2A
2209,7.33E+00,6.2025807,2.143577,2.893566,3.81E-03,2.12E-02,ENSG00000164318,EGFLAM
1078,1.63E+02,6.1941404,0.791028,7.830495,4.86E-15,4.34E-13,ENSG00000123342,MMP19
1661,2.03E+02,6.1737683,2.2537721,2.739305,6.16E-03,3.07E-02,ENSG00000143318,CASQ1
3283,5.67E+03,6.1355778,0.2674063,22.944772,1.66E-116,5.43E-113,ENSG00000204525,HLA-C
