chr,cell_id,mean_reads,mean_copy,clone_id
5,SA919X7XB05691-A96204B-R32-C33,157.59,3.03,B
5,SA919X7XB05691-A96204B-R32-C34,163.37,3.02,B
5,SA919X7XB05691-A96204B-R32-C36,170.71,3,B
5,SA919X7XB05691-A96204B-R32-C39,274.47,3.05,B
5,SA919X7XB05691-A96204B-R32-C40,255.53,2.95,B
5,SA919X7XB05691-A96204B-R32-C41,261.26,2.95,B
5,SA919X7XB05691-A96204B-R32-C44,289.51,3,B
5,SA919X7XB05691-A96204B-R32-C50,241.19,2.99,B
5,SA919X7XB05691-A96204B-R32-C51,146.96,3,B
5,SA919X7XB05691-A96204B-R32-C54,251.6,2.99,B
5,SA919X7XB05691-A96204B-R32-C56,210.17,2.99,B
5,SA919X7XB05691-A96204B-R32-C59,259.51,2.95,B
5,SA919X7XB05691-A96204B-R32-C61,226.51,2.9,B
5,SA919X7XB05691-A96204B-R32-C62,239.3,3.05,B
5,SA919X7XB05691-A96204B-R32-C63,260.44,3.03,B
5,SA919X7XB05691-A96204B-R32-C64,278.81,2.93,B
5,SA919X7XB05691-A96204B-R33-C10,182.6,2.98,B
5,SA919X7XB05691-A96204B-R33-C12,222.63,2.94,B
5,SA919X7XB05691-A96204B-R33-C13,330.14,2.99,B
5,SA919X7XB05691-A96204B-R33-C16,240.56,2.93,B
5,SA919X7XB05691-A96204B-R33-C17,243.13,3.03,B
5,SA919X7XB05691-A96204B-R33-C18,243.19,3.1,B
5,SA919X7XB05691-A96204B-R33-C20,238.21,2.99,B
5,SA919X7XB05691-A96204B-R33-C21,345.27,3.03,B
5,SA919X7XB05691-A96204B-R33-C23,227.81,2.89,B
5,SA919X7XB05691-A96204B-R33-C26,191.81,2.95,B
5,SA919X7XB05691-A96204B-R33-C29,147.66,2.83,B
5,SA919X7XB05691-A96204B-R33-C31,242.14,2.93,B
5,SA919X7XB05691-A96204B-R33-C32,229.3,2.99,B
5,SA919X7XB05691-A96204B-R33-C34,128.67,3,B
5,SA919X7XB05691-A96204B-R33-C37,125.66,3.07,B
5,SA919X7XB05691-A96204B-R33-C39,328.37,3.01,B
5,SA919X7XB05691-A96204B-R33-C46,322.31,2.93,B
5,SA919X7XB05691-A96204B-R33-C47,218.89,2.87,B
5,SA919X7XB05691-A96204B-R33-C48,219.89,3.01,B
5,SA919X7XB05691-A96204B-R33-C49,209.53,2.99,B
5,SA919X7XB05691-A96204B-R33-C50,191.47,2.92,B
5,SA919X7XB05691-A96204B-R33-C54,198.4,2.89,B
5,SA919X7XB05691-A96204B-R33-C55,212.49,2.96,B
5,SA919X7XB05691-A96204B-R33-C58,168.27,2.91,B
5,SA919X7XB05691-A96204B-R33-C59,202.2,2.99,B
5,SA919X7XB05691-A96204B-R33-C61,211.66,3,B
5,SA919X7XB05691-A96204B-R33-C65,153.09,3.01,B
5,SA919X7XB05691-A96204B-R33-C67,206.44,2.95,B
5,SA919X7XB05691-A96204B-R33-C69,193.94,2.95,B
5,SA919X7XB05691-A96204B-R34-C10,193.76,2.89,B
5,SA919X7XB05691-A96204B-R34-C11,231.46,2.98,B
5,SA919X7XB05691-A96204B-R34-C12,236.27,3.01,B
5,SA919X7XB05691-A96204B-R34-C13,275.54,2.93,B
5,SA919X7XB05691-A96204B-R34-C14,228.19,2.94,B
5,SA919X7XB05691-A96204B-R34-C15,419.34,3.05,B
5,SA919X7XB05691-A96204B-R34-C16,259.34,2.96,B
5,SA919X7XB05691-A96204B-R34-C17,283.31,2.97,B
5,SA919X7XB05691-A96204B-R34-C19,201.51,2.86,B
5,SA919X7XB05691-A96204B-R34-C21,223.16,2.97,B
5,SA919X7XB05691-A96204B-R34-C24,295.94,2.96,B
5,SA919X7XB05691-A96204B-R34-C26,206.3,2.91,B
5,SA919X7XB05691-A96204B-R34-C27,192.93,2.92,B
5,SA919X7XB05691-A96204B-R34-C28,272.91,2.98,B
5,SA919X7XB05691-A96204B-R34-C29,208.44,2.9,B
5,SA919X7XB05691-A96204B-R34-C32,259.94,2.98,B
5,SA919X7XB05691-A96204B-R34-C33,201.34,2.93,B
5,SA919X7XB05691-A96204B-R34-C34,153.66,3.01,B
5,SA919X7XB05691-A96204B-R34-C35,225.11,2.91,B
5,SA919X7XB05691-A96204B-R34-C37,211.07,2.98,B
5,SA919X7XB05691-A96204B-R34-C39,252.04,2.98,B
5,SA919X7XB05691-A96204B-R34-C41,264.06,2.93,B
5,SA919X7XB05691-A96204B-R34-C42,349.19,3.03,B
5,SA919X7XB05691-A96204B-R34-C43,244.84,3.05,B
5,SA919X7XB05691-A96204B-R34-C45,159.53,2.92,B
5,SA919X7XB05691-A96204B-R34-C47,261.24,3.01,B
5,SA919X7XB05691-A96204B-R34-C48,260.21,3.05,B
5,SA919X7XB05691-A96204B-R34-C56,271.27,3.01,B
5,SA919X7XB05691-A96204B-R34-C57,277.04,3.02,B
5,SA919X7XB05691-A96204B-R34-C59,210.16,2.94,B
5,SA919X7XB05691-A96204B-R34-C62,215.24,2.97,B
5,SA919X7XB05691-A96204B-R34-C63,254.9,2.98,B
5,SA919X7XB05691-A96204B-R34-C66,249.99,2.95,B
5,SA919X7XB05691-A96204B-R34-C67,229.23,2.91,B
5,SA919X7XB05691-A96204B-R34-C70,232.43,3,B
5,SA919X7XB05691-A96204B-R35-C07,244.06,2.93,B
5,SA919X7XB05691-A96204B-R35-C09,370.81,2.94,B
5,SA919X7XB05691-A96204B-R35-C12,208.23,3.06,B
5,SA919X7XB05691-A96204B-R35-C14,219.89,3.08,B
5,SA919X7XB05691-A96204B-R35-C23,256.29,2.98,B
5,SA919X7XB05691-A96204B-R35-C24,286.71,2.93,B
5,SA919X7XB05691-A96204B-R35-C25,235.29,3.01,B
5,SA919X7XB05691-A96204B-R35-C28,264.21,2.93,B
5,SA919X7XB05691-A96204B-R35-C31,252.79,2.95,B
5,SA919X7XB05691-A96204B-R35-C33,186.74,3,B
5,SA919X7XB05691-A96204B-R35-C36,153.13,3,B
5,SA919X7XB05691-A96204B-R35-C37,209,2.94,B
5,SA919X7XB05691-A96204B-R35-C39,271.24,2.97,B
5,SA919X7XB05691-A96204B-R35-C45,157.84,2.95,B
5,SA919X7XB05691-A96204B-R35-C47,191.13,2.87,B
5,SA919X7XB05691-A96204B-R35-C50,183.23,2.94,B
5,SA919X7XB05691-A96204B-R35-C51,165.83,2.89,B
5,SA919X7XB05691-A96204B-R35-C58,174.11,3.01,B
5,SA919X7XB05691-A96204B-R35-C59,211.53,2.99,B
5,SA919X7XB05691-A96204B-R35-C66,212.26,2.92,B
5,SA919X7XB05691-A96204B-R36-C07,203.2,3.02,B
5,SA919X7XB05691-A96204B-R36-C10,168.93,2.98,B
5,SA919X7XB05691-A96204B-R36-C14,185.5,3.05,B
5,SA919X7XB05691-A96204B-R36-C16,220,3.07,B
5,SA919X7XB05691-A96204B-R36-C17,299.07,2.99,B
5,SA919X7XB05691-A96204B-R36-C25,279.1,3,A
5,SA919X7XB05691-A96204B-R36-C28,194.79,2.96,B
5,SA919X7XB05691-A96204B-R36-C30,166.6,2.94,B
5,SA919X7XB05691-A96204B-R36-C32,185.34,3.02,B
5,SA919X7XB05691-A96204B-R36-C37,157.44,3.04,B
5,SA919X7XB05691-A96204B-R36-C38,151.94,2.97,B
5,SA919X7XB05691-A96204B-R36-C39,193.37,2.91,B
5,SA919X7XB05691-A96204B-R36-C42,185.94,3.02,B
5,SA919X7XB05691-A96204B-R36-C44,202.46,2.92,B
5,SA919X7XB05691-A96204B-R36-C49,174.54,2.99,B
5,SA919X7XB05691-A96204B-R36-C52,194.8,2.9,B
5,SA919X7XB05691-A96204B-R36-C55,181.24,2.89,B
5,SA919X7XB05691-A96204B-R36-C58,154.03,2.91,B
5,SA919X7XB05691-A96204B-R36-C63,181.1,2.93,B
5,SA919X7XB05691-A96204B-R36-C64,184.86,2.97,B
5,SA919X7XB05691-A96204B-R36-C65,153.47,3.11,B
5,SA919X7XB05691-A96204B-R37-C08,306.81,2.99,B
5,SA919X7XB05691-A96204B-R37-C10,159.8,3.02,B
5,SA919X7XB05691-A96204B-R37-C12,188.31,3.04,B
5,SA919X7XB05691-A96204B-R37-C13,236.07,2.97,B
5,SA919X7XB05691-A96204B-R37-C16,316.71,2.98,B
5,SA919X7XB05691-A96204B-R37-C17,301.91,2.95,B
5,SA919X7XB05691-A96204B-R37-C20,184.29,2.85,B
5,SA919X7XB05691-A96204B-R37-C22,200.57,3,B
5,SA919X7XB05691-A96204B-R37-C23,228.49,2.94,B
5,SA919X7XB05691-A96204B-R37-C24,229.64,2.87,B
5,SA919X7XB05691-A96204B-R37-C26,227.84,2.84,B
5,SA919X7XB05691-A96204B-R37-C27,239.13,2.99,B
5,SA919X7XB05691-A96204B-R37-C28,315.27,3.02,B
5,SA919X7XB05691-A96204B-R37-C31,207.59,2.92,B
5,SA919X7XB05691-A96204B-R37-C32,215.31,2.98,B
5,SA919X7XB05691-A96204B-R37-C35,196.37,2.96,B
5,SA919X7XB05691-A96204B-R37-C36,191.03,2.92,B
5,SA919X7XB05691-A96204B-R37-C38,164.74,3.1,B
5,SA919X7XB05691-A96204B-R37-C39,228.41,2.94,B
5,SA919X7XB05691-A96204B-R37-C40,204.19,2.96,B
5,SA919X7XB05691-A96204B-R37-C41,216.93,2.91,B
5,SA919X7XB05691-A96204B-R37-C42,191.27,2.96,B
5,SA919X7XB05691-A96204B-R37-C44,223.54,2.93,B
5,SA919X7XB05691-A96204B-R37-C46,235.29,2.95,B
5,SA919X7XB05691-A96204B-R37-C47,231.56,2.94,B
5,SA919X7XB05691-A96204B-R37-C49,196.51,2.95,B
5,SA919X7XB05691-A96204B-R37-C50,172.13,3,B
5,SA919X7XB05691-A96204B-R37-C55,206.07,2.98,B
5,SA919X7XB05691-A96204B-R37-C57,210.96,2.91,B
5,SA919X7XB05691-A96204B-R37-C58,179.26,3,B
5,SA919X7XB05691-A96204B-R37-C60,196.13,3.02,B
5,SA919X7XB05691-A96204B-R37-C63,242.49,3.03,B
5,SA919X7XB05691-A96204B-R37-C64,226.23,2.92,B
5,SA919X7XB05691-A96204B-R37-C70,211.1,3,B
5,SA919X7XB05691-A96204B-R38-C11,293,3.02,B
5,SA919X7XB05691-A96204B-R38-C18,181.21,2.95,B
5,SA919X7XB05691-A96204B-R38-C19,201.43,2.91,B
5,SA919X7XB05691-A96204B-R38-C20,228.59,2.94,B
5,SA919X7XB05691-A96204B-R38-C22,230.86,2.89,B
5,SA919X7XB05691-A96204B-R38-C23,192.44,3.07,B
5,SA919X7XB05691-A96204B-R38-C25,257.94,2.93,B
5,SA919X7XB05691-A96204B-R38-C30,202.61,2.88,B
5,SA919X7XB05691-A96204B-R38-C33,202.37,3.02,B
5,SA919X7XB05691-A96204B-R38-C34,148.8,3.07,B
5,SA919X7XB05691-A96204B-R38-C36,155.96,2.92,B
5,SA919X7XB05691-A96204B-R38-C38,167.6,2.93,B
5,SA919X7XB05691-A96204B-R38-C39,247.29,2.95,B
5,SA919X7XB05691-A96204B-R38-C40,238.2,2.91,B
5,SA919X7XB05691-A96204B-R38-C42,228.79,3.03,B
5,SA919X7XB05691-A96204B-R38-C44,250.91,3.01,B
5,SA919X7XB05691-A96204B-R38-C46,241.31,2.98,B
5,SA919X7XB05691-A96204B-R38-C47,225.69,2.91,B
5,SA919X7XB05691-A96204B-R38-C51,201.03,3.01,B
5,SA919X7XB05691-A96204B-R38-C56,269.36,3,B
5,SA919X7XB05691-A96204B-R38-C59,244.5,2.98,B
5,SA919X7XB05691-A96204B-R38-C60,315.37,3.02,B
5,SA919X7XB05691-A96204B-R38-C61,217.97,3.04,B
5,SA919X7XB05691-A96204B-R38-C66,241.37,3,B
5,SA919X7XB05691-A96204B-R38-C68,188.83,2.99,B
5,SA919X7XB05691-A96204B-R38-C70,189.3,3.05,B
5,SA919X7XB05691-A96204B-R39-C07,206.74,3.03,B
5,SA919X7XB05691-A96204B-R39-C10,216.2,3.07,B
5,SA919X7XB05691-A96204B-R39-C12,181.11,2.9,B
5,SA919X7XB05691-A96204B-R39-C15,186.89,2.85,B
5,SA919X7XB05691-A96204B-R39-C17,206.14,2.97,B
5,SA919X7XB05691-A96204B-R39-C19,154.97,2.98,B
5,SA919X7XB05691-A96204B-R39-C22,178.49,2.92,B
5,SA919X7XB05691-A96204B-R39-C23,178.13,2.85,B
5,SA919X7XB05691-A96204B-R39-C24,219.36,2.92,B
5,SA919X7XB05691-A96204B-R39-C29,179.39,3.01,B
5,SA919X7XB05691-A96204B-R39-C34,119.46,2.86,B
5,SA919X7XB05691-A96204B-R39-C36,133.11,3.01,B
5,SA919X7XB05691-A96204B-R39-C44,211.09,2.95,B
5,SA919X7XB05691-A96204B-R39-C52,191.34,2.96,B
5,SA919X7XB05691-A96204B-R39-C58,163.2,3,B
5,SA919X7XB05691-A96204B-R39-C62,170.23,3.05,B
5,SA919X7XB05691-A96204B-R39-C64,297.69,2.99,B
5,SA919X7XB05691-A96204B-R39-C66,198.27,2.97,B
5,SA919X7XB05691-A96204B-R39-C68,239.41,2.93,B
5,SA919X7XB05691-A96204B-R40-C11,184.97,2.99,B
5,SA919X7XB05691-A96204B-R40-C13,231.27,2.94,B
5,SA919X7XB05691-A96204B-R40-C17,318.4,2.97,B
5,SA919X7XB05691-A96204B-R40-C37,179.39,2.89,B
5,SA919X7XB05691-A96204B-R40-C50,180.54,2.97,B
5,SA919X7XB05691-A96204B-R40-C60,224.94,2.99,B
5,SA919X7XB05691-A96204B-R40-C63,226.54,3.05,B
5,SA919X7XB05691-A96204B-R40-C64,203.24,3.07,B
5,SA919X7XB05691-A96204B-R40-C68,211.7,3.04,B
5,SA919X7XB05691-A96204B-R42-C07,214.84,3.01,B
5,SA919X7XB05691-A96204B-R42-C10,152.99,3.03,B
5,SA919X7XB05691-A96204B-R42-C12,296.57,3.12,B
5,SA919X7XB05691-A96204B-R42-C14,195.09,2.97,B
5,SA919X7XB05691-A96204B-R42-C16,240.84,2.95,B
5,SA919X7XB05691-A96204B-R42-C26,190.31,3,B
5,SA919X7XB05691-A96204B-R42-C31,222.94,2.99,B
5,SA919X7XB05691-A96204B-R42-C32,315.56,2.97,B
5,SA919X7XB05691-A96204B-R42-C33,163.91,2.98,B
5,SA919X7XB05691-A96204B-R42-C35,191.56,2.89,B
5,SA919X7XB05691-A96204B-R42-C36,168.43,3.02,B
5,SA919X7XB05691-A96204B-R42-C37,176.81,2.82,B
5,SA919X7XB05691-A96204B-R42-C38,180.89,3.03,B
5,SA919X7XB05691-A96204B-R42-C39,174.6,2.87,B
5,SA919X7XB05691-A96204B-R42-C42,207.57,2.96,B
5,SA919X7XB05691-A96204B-R42-C43,318.36,2.99,B
5,SA919X7XB05691-A96204B-R42-C44,247.2,2.91,B
5,SA919X7XB05691-A96204B-R42-C49,207.71,2.93,B
5,SA919X7XB05691-A96204B-R42-C51,175.04,3.08,B
5,SA919X7XB05691-A96204B-R42-C52,176.19,2.99,B
5,SA919X7XB05691-A96204B-R42-C54,202.36,3.01,B
5,SA919X7XB05691-A96204B-R42-C55,172.19,2.97,B
5,SA919X7XB05691-A96204B-R42-C56,190.44,3.14,B
5,SA919X7XB05691-A96204B-R42-C57,235.46,2.9,B
5,SA919X7XB05691-A96204B-R42-C59,206.4,2.98,B
5,SA919X7XB05691-A96204B-R42-C60,205.36,2.91,B
5,SA919X7XB05691-A96204B-R42-C61,214.89,2.99,B
5,SA919X7XB05691-A96204B-R42-C63,226.51,2.95,B
5,SA919X7XB05691-A96204B-R42-C66,214.66,3.02,B
5,SA919X7XB05691-A96204B-R42-C67,183.2,2.92,B
5,SA919X7XB05691-A96204B-R42-C69,241.06,2.97,B
5,SA919X7XB05691-A96204B-R42-C70,200.51,3.06,B
5,SA919X7XB05691-A96204B-R43-C07,154.56,2.94,B
5,SA919X7XB05691-A96204B-R43-C09,170.4,2.99,B
5,SA919X7XB05691-A96204B-R43-C11,126.24,2.9,B
5,SA919X7XB05691-A96204B-R43-C12,159.06,3.02,B
5,SA919X7XB05691-A96204B-R43-C13,198.49,3.08,B
5,SA919X7XB05691-A96204B-R43-C14,148.6,2.92,B
5,SA919X7XB05691-A96204B-R43-C19,147.69,2.99,B
5,SA919X7XB05691-A96204B-R43-C20,172.8,2.98,B
5,SA919X7XB05691-A96204B-R43-C21,163.13,3.08,B
5,SA919X7XB05691-A96204B-R43-C23,164.93,2.97,B
5,SA919X7XB05691-A96204B-R43-C25,188.57,3.03,B
5,SA919X7XB05691-A96204B-R43-C28,182.43,3.03,B
5,SA919X7XB05691-A96204B-R43-C31,173.13,3.08,B
5,SA919X7XB05691-A96204B-R43-C32,157.41,3.02,B
5,SA919X7XB05691-A96204B-R43-C33,127.66,2.96,B
5,SA919X7XB05691-A96204B-R43-C34,90.1,2.97,B
5,SA919X7XB05691-A96204B-R43-C35,149.36,2.96,B
5,SA919X7XB05691-A96204B-R43-C36,92.07,3.04,B
5,SA919X7XB05691-A96204B-R43-C37,148.79,3.01,B
5,SA919X7XB05691-A96204B-R43-C42,151.94,2.97,B
5,SA919X7XB05691-A96204B-R43-C43,149.86,3.01,B
5,SA919X7XB05691-A96204B-R43-C44,184.11,2.98,B
5,SA919X7XB05691-A96204B-R43-C45,119.74,3.02,B
5,SA919X7XB05691-A96204B-R43-C46,166.9,2.99,B
5,SA919X7XB05691-A96204B-R43-C47,177.03,3.01,B
5,SA919X7XB05691-A96204B-R43-C48,166.36,2.95,B
5,SA919X7XB05691-A96204B-R43-C49,206.57,3,B
5,SA919X7XB05691-A96204B-R43-C54,150.94,3.09,B
5,SA919X7XB05691-A96204B-R43-C55,156.01,2.93,B
5,SA919X7XB05691-A96204B-R43-C56,155.23,3.04,B
5,SA919X7XB05691-A96204B-R43-C58,131.1,3.06,B
5,SA919X7XB05691-A96204B-R43-C59,101.1,3.02,B
5,SA919X7XB05691-A96204B-R43-C60,169.6,2.97,B
5,SA919X7XB05691-A96204B-R43-C63,145.11,3.05,B
5,SA919X7XB05691-A96204B-R43-C66,213.81,3,B
5,SA919X7XB05691-A96204B-R43-C67,173.11,2.92,B
5,SA919X7XB05691-A96204B-R43-C68,105.13,3.09,B
5,SA919X7XB05691-A96204B-R43-C70,90.87,3.09,B
5,SA919X7XB05691-A96204B-R44-C10,142.63,2.96,B
5,SA919X7XB05691-A96204B-R44-C14,166.57,3.03,B
5,SA919X7XB05691-A96204B-R44-C17,189.89,2.92,B
5,SA919X7XB05691-A96204B-R44-C18,147.61,3,B
5,SA919X7XB05691-A96204B-R44-C20,175.39,2.95,B
5,SA919X7XB05691-A96204B-R44-C23,184.44,3,B
5,SA919X7XB05691-A96204B-R44-C27,143.94,2.93,B
5,SA919X7XB05691-A96204B-R44-C28,182.77,2.97,B
5,SA919X7XB05691-A96204B-R44-C29,143.4,2.97,B
5,SA919X7XB05691-A96204B-R44-C31,197.26,2.97,B
5,SA919X7XB05691-A96204B-R44-C32,193.2,3.06,B
5,SA919X7XB05691-A96204B-R44-C35,167.39,2.98,B
5,SA919X7XB05691-A96204B-R44-C36,105.84,2.93,B
5,SA919X7XB05691-A96204B-R44-C37,143.84,3.07,B
5,SA919X7XB05691-A96204B-R44-C39,174.99,2.9,B
5,SA919X7XB05691-A96204B-R44-C40,187.2,3.08,B
5,SA919X7XB05691-A96204B-R44-C42,235.84,3.11,B
5,SA919X7XB05691-A96204B-R44-C44,187.29,2.98,B
5,SA919X7XB05691-A96204B-R44-C46,177.2,2.94,B
5,SA919X7XB05691-A96204B-R44-C50,144.13,2.95,B
5,SA919X7XB05691-A96204B-R44-C52,150.54,2.93,B
5,SA919X7XB05691-A96204B-R44-C59,164.64,3.06,B
5,SA919X7XB05691-A96204B-R44-C68,126.59,2.75,B
5,SA919X7XB05691-A96204B-R44-C69,138.29,2.95,B
5,SA919X7XB05691-A96204B-R44-C70,197.96,3.04,B
5,SA919X7XB05691-A96204B-R45-C10,119.79,2.92,B
5,SA919X7XB05691-A96204B-R45-C12,175.57,2.95,B
5,SA919X7XB05691-A96204B-R45-C13,294.37,3.06,B
5,SA919X7XB05691-A96204B-R45-C14,239.37,3,B
5,SA919X7XB05691-A96204B-R45-C16,164,3.07,B
5,SA919X7XB05691-A96204B-R45-C17,185.66,2.9,B
5,SA919X7XB05691-A96204B-R45-C18,130.07,3.05,B
5,SA919X7XB05691-A96204B-R45-C19,196.5,3.03,B
5,SA919X7XB05691-A96204B-R45-C20,147.31,2.81,B
5,SA919X7XB05691-A96204B-R45-C21,124.04,3.03,B
5,SA919X7XB05691-A96204B-R45-C24,207.09,3.05,B
5,SA919X7XB05691-A96204B-R45-C25,176.23,2.97,B
5,SA919X7XB05691-A96204B-R45-C27,127.16,3.12,B
5,SA919X7XB05691-A96204B-R45-C31,169.9,3.01,B
5,SA919X7XB05691-A96204B-R45-C32,186.39,2.99,B
5,SA919X7XB05691-A96204B-R45-C33,123.61,2.98,B
5,SA919X7XB05691-A96204B-R45-C36,93.89,2.97,B
5,SA919X7XB05691-A96204B-R45-C38,151.06,3.1,B
5,SA919X7XB05691-A96204B-R45-C39,252.51,3.11,B
5,SA919X7XB05691-A96204B-R45-C40,173.06,2.99,B
5,SA919X7XB05691-A96204B-R45-C43,176.43,2.94,B
5,SA919X7XB05691-A96204B-R45-C47,167.61,2.88,B
5,SA919X7XB05691-A96204B-R45-C51,152.7,2.94,B
5,SA919X7XB05691-A96204B-R45-C61,174.13,3,B
5,SA919X7XB05691-A96204B-R45-C62,172.57,3.03,B
5,SA919X7XB05691-A96204B-R45-C63,198.07,2.97,B
5,SA919X7XB05691-A96204B-R45-C64,152.56,3.07,B
5,SA919X7XB05691-A96204B-R45-C66,182.1,3.03,B
5,SA919X7XB05691-A96204B-R45-C67,150.66,3,B
5,SA919X7XB05691-A96204B-R45-C69,140.56,3,B
5,SA919X7XB05691-A96204B-R46-C30,194,2.9,B
5,SA919X7XB05691-A96204B-R46-C31,215.29,2.97,B
5,SA919X7XB05691-A96204B-R46-C33,132.14,2.98,B
5,SA919X7XB05691-A96204B-R46-C36,132.01,3,B
5,SA919X7XB05691-A96204B-R46-C38,180.19,2.94,B
5,SA919X7XB05691-A96204B-R46-C41,227.44,2.96,B
5,SA919X7XB05691-A96204B-R46-C47,215.57,3.07,B
5,SA919X7XB05691-A96204B-R46-C49,177.3,2.88,B
5,SA919X7XB05691-A96204B-R46-C52,190.84,3.02,B
5,SA919X7XB05691-A96204B-R46-C56,228.17,2.98,B
5,SA919X7XB05691-A96204B-R46-C57,218.41,2.9,B
5,SA919X7XB05691-A96204B-R46-C59,210.64,3.03,B
5,SA919X7XB05691-A96204B-R46-C62,165,2.95,B
5,SA919X7XB05691-A96204B-R46-C66,222.79,3.04,B
5,SA919X7XB05691-A96204B-R46-C67,159.69,2.89,B
5,SA919X7XB05691-A96204B-R46-C68,210.86,3.04,B
5,SA919X7XB05691-A96204B-R46-C70,211.49,3.01,B
5,SA919X7XB05691-A96204B-R47-C08,141.4,3.01,B
5,SA919X7XB05691-A96204B-R47-C11,145.53,2.98,B
5,SA919X7XB05691-A96204B-R47-C13,235.64,2.98,B
5,SA919X7XB05691-A96204B-R47-C14,145.87,2.97,B
5,SA919X7XB05691-A96204B-R47-C17,164.74,2.93,B
5,SA919X7XB05691-A96204B-R47-C20,159.23,2.97,B
5,SA919X7XB05691-A96204B-R47-C21,123.81,2.97,B
5,SA919X7XB05691-A96204B-R47-C22,148.9,2.88,B
5,SA919X7XB05691-A96204B-R47-C24,254.11,2.97,B
5,SA919X7XB05691-A96204B-R47-C28,152.53,2.91,B
5,SA919X7XB05691-A96204B-R47-C30,135.06,2.89,B
5,SA919X7XB05691-A96204B-R47-C31,153.1,2.97,B
5,SA919X7XB05691-A96204B-R47-C32,154.37,2.99,B
5,SA919X7XB05691-A96204B-R47-C33,135.63,3.02,B
5,SA919X7XB05691-A96204B-R47-C35,137.63,2.98,B
5,SA919X7XB05691-A96204B-R47-C40,137,2.95,B
5,SA919X7XB05691-A96204B-R47-C41,138.46,3.02,B
5,SA919X7XB05691-A96204B-R47-C42,152.33,2.93,B
5,SA919X7XB05691-A96204B-R47-C45,112.83,3.11,B
5,SA919X7XB05691-A96204B-R47-C46,171.39,3.03,B
5,SA919X7XB05691-A96204B-R47-C47,155.29,2.97,B
5,SA919X7XB05691-A96204B-R47-C48,149.43,2.9,B
5,SA919X7XB05691-A96204B-R47-C49,190.11,2.95,B
5,SA919X7XB05691-A96204B-R47-C50,136.67,3.01,B
5,SA919X7XB05691-A96204B-R47-C52,93.87,3.07,B
5,SA919X7XB05691-A96204B-R47-C59,157.57,2.94,B
5,SA919X7XB05691-A96204B-R47-C64,131.5,2.88,B
5,SA919X7XB05691-A96204B-R47-C65,111.06,3.07,B
5,SA919X7XB05691-A96204B-R47-C66,103.61,3.03,B
5,SA919X7XB05691-A96204B-R47-C67,141.87,3.02,B
5,SA919X7XB05691-A96204B-R47-C69,103.84,2.86,B
5,SA919X7XB05691-A96204B-R47-C70,217.11,2.97,B
5,SA919X7XB05691-A96204B-R48-C09,186.4,2.93,B
5,SA919X7XB05691-A96204B-R48-C10,153.61,2.97,B
5,SA919X7XB05691-A96204B-R48-C11,173.11,2.94,B
5,SA919X7XB05691-A96204B-R48-C12,181.37,2.97,B
5,SA919X7XB05691-A96204B-R48-C14,185.81,3.04,B
5,SA919X7XB05691-A96204B-R48-C15,212.64,3.01,B
5,SA919X7XB05691-A96204B-R48-C19,228.81,2.97,B
5,SA919X7XB05691-A96204B-R48-C21,185.7,3.03,B
5,SA919X7XB05691-A96204B-R48-C22,199.24,3.03,B
5,SA919X7XB05691-A96204B-R48-C23,221.94,2.98,B
5,SA919X7XB05691-A96204B-R48-C28,204.67,3.06,B
5,SA919X7XB05691-A96204B-R48-C30,166.59,2.93,B
5,SA919X7XB05691-A96204B-R48-C34,108.39,2.94,B
5,SA919X7XB05691-A96204B-R48-C35,176.73,2.82,B
5,SA919X7XB05691-A96204B-R48-C38,160.56,3.02,B
5,SA919X7XB05691-A96204B-R48-C43,201.04,2.99,B
5,SA919X7XB05691-A96204B-R48-C48,188.93,2.88,B
5,SA919X7XB05691-A96204B-R48-C51,217.44,3.08,B
5,SA919X7XB05691-A96204B-R48-C55,177.09,2.87,B
5,SA919X7XB05691-A96204B-R48-C56,188.84,2.9,B
5,SA919X7XB05691-A96204B-R48-C57,198.79,2.92,B
5,SA919X7XB05691-A96204B-R48-C58,153.5,3.02,B
5,SA919X7XB05691-A96204B-R48-C60,240.6,3.02,B
5,SA919X7XB05691-A96204B-R49-C12,155.4,3.04,B
5,SA919X7XB05691-A96204B-R49-C17,183.96,3,B
5,SA919X7XB05691-A96204B-R49-C21,143.93,2.98,B
5,SA919X7XB05691-A96204B-R49-C24,217.56,2.94,B
5,SA919X7XB05691-A96204B-R49-C25,131.09,2.97,B
5,SA919X7XB05691-A96204B-R49-C28,173.31,3.02,B
5,SA919X7XB05691-A96204B-R49-C31,192.41,3.02,B
5,SA919X7XB05691-A96204B-R49-C32,174.17,2.96,B
5,SA919X7XB05691-A96204B-R49-C33,115.53,2.94,B
5,SA919X7XB05691-A96204B-R49-C35,173.44,3.02,B
5,SA919X7XB05691-A96204B-R49-C36,88,3.02,B
5,SA919X7XB05691-A96204B-R49-C37,149.71,3.11,B
5,SA919X7XB05691-A96204B-R49-C40,215.27,2.99,B
5,SA919X7XB05691-A96204B-R49-C42,157.07,2.98,B
5,SA919X7XB05691-A96204B-R49-C44,184.67,2.99,B
5,SA919X7XB05691-A96204B-R49-C46,148.19,2.99,B
5,SA919X7XB05691-A96204B-R49-C48,167.47,2.97,B
5,SA919X7XB05691-A96204B-R49-C50,139.67,2.94,B
5,SA919X7XB05691-A96204B-R49-C51,152.5,2.99,B
