ens_gene_id,symbol,chr,gene_type,tagwise_dispersion
ENSG00000163235,TGFA,2,trans_whole_genome,0.107
ENSG00000163239,TDRD10,1,trans_whole_genome,0.283
ENSG00000163249,CCNYL1,2,trans_whole_genome,0.105
ENSG00000163251,FZD5,2,trans_whole_genome,0.135
ENSG00000163257,DCAF16,4,trans_whole_genome,0.174
ENSG00000163281,GNPDA2,4,trans,0.139
ENSG00000163288,GABRB1,4,trans_whole_genome,0.418
ENSG00000163291,PAQR3,4,trans_whole_genome,0.12
ENSG00000163293,NIPAL1,4,trans_whole_genome,0.105
ENSG00000163297,ANTXR2,4,trans_whole_genome,0.134
ENSG00000163312,HELQ,4,trans_whole_genome,0.155
ENSG00000163319,MRPS18C,4,trans_whole_genome,0.108
ENSG00000163320,CGGBP1,3,trans_whole_genome,0.124
ENSG00000163322,ABRAXAS1,4,trans_whole_genome,0.146
ENSG00000163328,GPR155,2,trans,0.165
ENSG00000163344,PMVK,1,trans_whole_genome,0.116
ENSG00000163346,PBXIP1,1,trans_whole_genome,0.104
ENSG00000163347,CLDN1,3,trans_whole_genome,0.138
ENSG00000163348,PYGO2,1,trans_whole_genome,0.107
ENSG00000163349,HIPK1,1,trans_whole_genome,0.131
ENSG00000163352,LENEP,1,trans_whole_genome,0.281
ENSG00000163354,DCST2,1,trans_whole_genome,0.183
ENSG00000163357,DCST1,1,trans_whole_genome,0.236
ENSG00000163359,COL6A3,2,trans_whole_genome,0.583
ENSG00000163362,INAVA,1,trans_whole_genome,0.12
ENSG00000163374,YY1AP1,1,trans_whole_genome,0.113
ENSG00000163376,KBTBD8,3,trans_whole_genome,0.285
ENSG00000163378,EOGT,3,trans_whole_genome,0.125
ENSG00000163380,LMOD3,3,trans_whole_genome,0.269
ENSG00000163382,NAXE,1,trans_whole_genome,0.096
ENSG00000163389,POGLUT1,3,trans_whole_genome,0.112
ENSG00000163393,SLC22A15,1,trans_whole_genome,0.162
ENSG00000163399,ATP1A1,1,trans_whole_genome,0.089
ENSG00000163406,SLC15A2,3,trans_whole_genome,0.125
ENSG00000163412,EIF4E3,3,trans_whole_genome,0.17
ENSG00000163428,LRRC58,3,trans_whole_genome,0.117
ENSG00000163430,FSTL1,3,trans_whole_genome,0.205
ENSG00000163431,LMOD1,1,trans,0.352
ENSG00000163435,ELF3,1,trans_whole_genome,0.112
ENSG00000163444,TMEM183A,1,trans_whole_genome,0.085
ENSG00000163449,TMEM169,2,trans_whole_genome,0.35
ENSG00000163453,IGFBP7,4,trans_whole_genome,0.304
ENSG00000163462,TRIM46,1,trans_whole_genome,0.184
ENSG00000163463,KRTCAP2,1,trans_whole_genome,0.096
ENSG00000163466,ARPC2,2,trans_whole_genome,0.104
ENSG00000163467,TSACC,1,trans_whole_genome,0.214
ENSG00000163468,CCT3,1,trans_whole_genome,0.092
ENSG00000163472,TMEM79,1,trans_whole_genome,0.107
ENSG00000163479,SSR2,1,trans_whole_genome,0.08
ENSG00000163481,RNF25,2,trans_whole_genome,0.135
ENSG00000163482,STK36,2,trans_whole_genome,0.146
ENSG00000163485,ADORA1,1,trans_whole_genome,0.115
ENSG00000163491,NEK10,3,trans_whole_genome,0.22
ENSG00000163492,CCDC141,2,trans_whole_genome,0.392
ENSG00000163507,KIAA1524,3,trans_whole_genome,0.136
ENSG00000163510,CWC22,2,trans_whole_genome,0.108
ENSG00000163512,AZI2,3,trans_whole_genome,0.099
ENSG00000163513,TGFBR2,3,trans_whole_genome,0.128
ENSG00000163516,ANKZF1,2,trans_whole_genome,0.12
ENSG00000163517,HDAC11,3,trans_whole_genome,0.112
ENSG00000163520,FBLN2,3,trans_whole_genome,0.36
ENSG00000163521,GLB1L,2,trans_whole_genome,0.138
ENSG00000163527,STT3B,3,trans_whole_genome,0.108
ENSG00000163528,CHCHD4,3,trans_whole_genome,0.104
ENSG00000163531,NFASC,1,trans_whole_genome,0.165
ENSG00000163534,FCRL1,1,trans_whole_genome,0.289
ENSG00000163535,SGO2,2,trans_whole_genome,0.174
ENSG00000163539,CLASP2,3,trans_whole_genome,0.128
ENSG00000163541,SUCLG1,2,trans_whole_genome,0.084
ENSG00000163545,NUAK2,1,trans_whole_genome,0.202
ENSG00000163558,PRKCI,3,trans_whole_genome,0.102
ENSG00000163565,IFI16,1,trans,0.173
ENSG00000163576,EFHB,3,trans_whole_genome,0.251
ENSG00000163577,EIF5A2,3,trans_whole_genome,0.226
ENSG00000163584,RPL22L1,3,trans_whole_genome,0.084
ENSG00000163590,PPM1L,3,trans_whole_genome,0.174
ENSG00000163596,ICA1L,2,trans_whole_genome,0.202
ENSG00000163602,RYBP,3,trans_whole_genome,0.149
ENSG00000163605,PPP4R2,3,trans_whole_genome,0.142
ENSG00000163606,CD200R1,3,trans_whole_genome,0.311
ENSG00000163607,GTPBP8,3,trans_whole_genome,0.147
ENSG00000163608,NEPRO,3,trans_whole_genome,0.109
ENSG00000163611,SPICE1,3,trans_whole_genome,0.127
ENSG00000163617,CCDC191,3,trans_whole_genome,0.149
ENSG00000163623,NKX6-1,4,trans_whole_genome,0.429
ENSG00000163624,CDS1,4,trans_whole_genome,0.102
ENSG00000163625,WDFY3,4,trans_whole_genome,0.192
ENSG00000163626,COX18,4,trans_whole_genome,0.128
ENSG00000163629,PTPN13,4,trans_whole_genome,0.229
ENSG00000163631,ALB,4,trans_whole_genome,0.28
ENSG00000163633,C4orf36,4,trans_whole_genome,0.144
ENSG00000163634,THOC7,3,trans_whole_genome,0.087
ENSG00000163635,ATXN7,3,trans_whole_genome,0.12
ENSG00000163636,PSMD6,3,trans_whole_genome,0.079
ENSG00000163637,PRICKLE2,3,trans_whole_genome,0.284
ENSG00000163638,ADAMTS9,3,trans_whole_genome,0.445
ENSG00000163644,PPM1K,4,trans_whole_genome,0.135
ENSG00000163655,GMPS,3,trans_whole_genome,0.095
ENSG00000163659,TIPARP,3,trans_whole_genome,0.115
ENSG00000163660,CCNL1,3,trans_whole_genome,0.117
ENSG00000163661,PTX3,3,trans,0.234
ENSG00000163666,HESX1,3,trans_whole_genome,0.414
ENSG00000163681,SLMAP,3,trans_whole_genome,0.093
ENSG00000163682,RPL9,4,trans_whole_genome,0.758
ENSG00000163683,SMIM14,4,trans_whole_genome,0.093
ENSG00000163684,RPP14,3,trans_whole_genome,0.108
ENSG00000163686,ABHD6,3,trans_whole_genome,0.147
ENSG00000163687,DNASE1L3,3,trans,0.325
ENSG00000163689,C3orf67,3,trans_whole_genome,0.155
ENSG00000163694,RBM47,4,trans_whole_genome,0.104
ENSG00000163697,APBB2,4,trans_whole_genome,0.121
ENSG00000163701,IL17RE,3,trans_whole_genome,0.166
ENSG00000163702,IL17RC,3,trans_whole_genome,0.117
ENSG00000163703,CRELD1,3,trans_whole_genome,0.116
ENSG00000163704,PRRT3,3,trans_whole_genome,0.171
ENSG00000163705,FANCD2OS,3,trans_whole_genome,0.248
ENSG00000163710,PCOLCE2,3,trans_whole_genome,0.087
ENSG00000163714,U2SURP,3,trans_whole_genome,0.117
ENSG00000163719,MTMR14,3,trans_whole_genome,0.112
ENSG00000163728,TTC14,3,trans_whole_genome,0.164
ENSG00000163734,CXCL3,4,trans_whole_genome,0.188
ENSG00000163735,CXCL5,4,trans_whole_genome,0.223
ENSG00000163738,MTHFD2L,4,trans_whole_genome,0.152
ENSG00000163739,CXCL1,4,trans_whole_genome,0.263
ENSG00000163743,RCHY1,4,trans_whole_genome,0.14
ENSG00000163746,PLSCR2,3,trans_whole_genome,0.193
ENSG00000163749,CCDC158,4,trans_whole_genome,0.322
ENSG00000163754,GYG1,3,trans_whole_genome,0.085
ENSG00000163755,HPS3,3,trans_whole_genome,0.093
ENSG00000163762,TM4SF18,3,trans,0.14
ENSG00000163781,TOPBP1,3,trans_whole_genome,0.126
ENSG00000163785,RYK,3,trans_whole_genome,0.198
ENSG00000163788,SNRK,3,trans_whole_genome,0.122
ENSG00000163792,TCF23,2,trans_whole_genome,0.881
ENSG00000163794,UCN,2,trans_whole_genome,0.267
ENSG00000163795,ZNF513,2,trans_whole_genome,0.143
ENSG00000163798,SLC4A1AP,2,trans_whole_genome,0.092
ENSG00000163803,PLB1,2,trans_whole_genome,0.191
ENSG00000163806,SPDYA,2,trans_whole_genome,0.266
ENSG00000163807,KIAA1143,3,trans_whole_genome,0.138
ENSG00000163808,KIF15,3,trans_whole_genome,0.174
ENSG00000163811,WDR43,2,trans_whole_genome,0.088
ENSG00000163812,ZDHHC3,3,trans_whole_genome,0.128
ENSG00000163814,CDCP1,3,trans_whole_genome,0.111
ENSG00000163815,CLEC3B,3,trans_whole_genome,0.699
ENSG00000163817,SLC6A20,3,trans_whole_genome,0.31
ENSG00000163818,LZTFL1,3,trans_whole_genome,0.145
ENSG00000163820,FYCO1,3,trans_whole_genome,0.149
ENSG00000163823,CCR1,3,trans_whole_genome,0.12
ENSG00000163827,LRRC2,3,trans_whole_genome,0.228
ENSG00000163832,ELP6,3,trans_whole_genome,0.121
ENSG00000163840,DTX3L,3,trans_whole_genome,0.122
ENSG00000163848,ZNF148,3,trans_whole_genome,0.107
ENSG00000163864,NMNAT3,3,trans,0.379
ENSG00000163866,SMIM12,1,trans_whole_genome,0.109
ENSG00000163867,ZMYM6,1,trans_whole_genome,0.168
ENSG00000163870,TPRA1,3,trans_whole_genome,0.114
ENSG00000163872,YEATS2,3,trans_whole_genome,0.128
ENSG00000163874,ZC3H12A,1,trans_whole_genome,0.145
ENSG00000163875,MEAF6,1,trans_whole_genome,0.089
ENSG00000163877,SNIP1,1,trans_whole_genome,0.146
ENSG00000163882,POLR2H,3,trans_whole_genome,0.161
ENSG00000163884,KLF15,3,trans_whole_genome,0.164
ENSG00000163888,CAMK2N2,3,trans_whole_genome,0.23
ENSG00000163898,LIPH,3,trans_whole_genome,0.118
ENSG00000163900,TMEM41A,3,trans_whole_genome,0.103
ENSG00000163902,RPN1,3,trans_whole_genome,0.079
ENSG00000163904,SENP2,3,trans_whole_genome,0.136
ENSG00000163909,HEYL,1,trans,0.241
ENSG00000163913,IFT122,3,trans_whole_genome,0.119
ENSG00000163918,RFC4,3,trans_whole_genome,0.109
ENSG00000163923,RPL39L,3,trans_whole_genome,0.118
ENSG00000163930,BAP1,3,trans_whole_genome,0.116
ENSG00000163931,TKT,3,trans_whole_genome,0.099
ENSG00000163932,PRKCD,3,trans_whole_genome,0.192
ENSG00000163933,RFT1,3,trans_whole_genome,0.094
ENSG00000163935,SFMBT1,3,trans_whole_genome,0.2
ENSG00000163938,GNL3,3,trans_whole_genome,0.094
ENSG00000163939,PBRM1,3,trans_whole_genome,0.113
ENSG00000163945,UVSSA,4,trans_whole_genome,0.155
ENSG00000163946,FAM208A,3,trans_whole_genome,0.112
ENSG00000163947,ARHGEF3,3,trans_whole_genome,0.098
ENSG00000163950,SLBP,4,trans_whole_genome,0.082
ENSG00000163956,LRPAP1,4,trans_whole_genome,0.136
ENSG00000163959,SLC51A,3,trans_whole_genome,0.281
ENSG00000163960,UBXN7,3,trans_whole_genome,0.121
ENSG00000163961,RNF168,3,trans_whole_genome,0.114
ENSG00000163964,PIGX,3,trans_whole_genome,0.114
ENSG00000163975,MELTF,3,trans_whole_genome,0.116
ENSG00000163993,S100P,4,trans,0.175
ENSG00000163995,ABLIM2,4,trans_whole_genome,0.183
ENSG00000164002,EXO5,1,trans_whole_genome,0.119
ENSG00000164008,C1orf50,1,trans_whole_genome,0.147
ENSG00000164010,ERMAP,1,trans_whole_genome,0.122
ENSG00000164011,ZNF691,1,trans_whole_genome,0.11
ENSG00000164022,AIMP1,4,trans_whole_genome,0.084
ENSG00000164023,SGMS2,4,trans_whole_genome,0.133
ENSG00000164024,METAP1,4,trans_whole_genome,0.177
ENSG00000164031,DNAJB14,4,trans_whole_genome,0.14
ENSG00000164032,H2AFZ,4,trans_whole_genome,0.105
ENSG00000164035,EMCN,4,trans_whole_genome,0.243
ENSG00000164037,SLC9B1,4,trans_whole_genome,0.197
ENSG00000164038,SLC9B2,4,trans_whole_genome,0.147
ENSG00000164039,BDH2,4,trans_whole_genome,0.121
ENSG00000164040,PGRMC2,4,trans_whole_genome,0.101
ENSG00000164045,CDC25A,3,trans_whole_genome,0.136
ENSG00000164048,ZNF589,3,trans_whole_genome,0.154
ENSG00000164049,FBXW12,3,trans_whole_genome,0.844
ENSG00000164050,PLXNB1,3,trans_whole_genome,0.204
ENSG00000164051,CCDC51,3,trans_whole_genome,0.107
ENSG00000164053,ATRIP,3,trans_whole_genome,0.122
ENSG00000164054,SHISA5,3,trans_whole_genome,0.108
ENSG00000164056,SPRY1,4,trans_whole_genome,0.155
ENSG00000164061,BSN,3,trans_whole_genome,0.261
ENSG00000164062,APEH,3,trans_whole_genome,0.113
ENSG00000164066,INTU,4,trans_whole_genome,0.169
ENSG00000164068,RNF123,3,trans_whole_genome,0.109
ENSG00000164070,HSPA4L,4,trans_whole_genome,0.155
ENSG00000164073,MFSD8,4,trans_whole_genome,0.121
ENSG00000164074,ABHD18,4,trans_whole_genome,0.187
ENSG00000164076,CAMKV,3,trans_whole_genome,0.293
ENSG00000164077,MON1A,3,trans_whole_genome,0.115
ENSG00000164078,MST1R,3,trans_whole_genome,0.136
ENSG00000164080,RAD54L2,3,trans_whole_genome,0.122
ENSG00000164081,TEX264,3,trans_whole_genome,0.087
ENSG00000164082,GRM2,3,trans_whole_genome,0.302
ENSG00000164086,DUSP7,3,trans_whole_genome,0.162
ENSG00000164087,POC1A,3,trans_whole_genome,0.121
ENSG00000164088,PPM1M,3,trans_whole_genome,0.149
ENSG00000164091,WDR82,3,trans_whole_genome,0.104
ENSG00000164096,C4orf3,4,trans_whole_genome,0.107
ENSG00000164099,PRSS12,4,trans,0.272
ENSG00000164100,NDST3,4,trans_whole_genome,0.371
ENSG00000164104,HMGB2,4,trans_whole_genome,0.098
ENSG00000164105,SAP30,4,trans_whole_genome,0.1
ENSG00000164106,SCRG1,4,trans_whole_genome,0.167
ENSG00000164109,MAD2L1,4,trans_whole_genome,0.105
ENSG00000164111,ANXA5,4,trans_whole_genome,0.083
ENSG00000164114,MAP9,4,trans_whole_genome,0.304
ENSG00000164116,GUCY1A3,4,trans_whole_genome,0.127
ENSG00000164117,FBXO8,4,trans_whole_genome,0.105
ENSG00000164118,CEP44,4,trans_whole_genome,0.116
ENSG00000164124,TMEM144,4,trans_whole_genome,0.155
ENSG00000164125,FAM198B,4,trans_whole_genome,0.279
ENSG00000164128,NPY1R,4,trans_whole_genome,0.167
ENSG00000164129,NPY5R,4,trans_whole_genome,0.177
ENSG00000164134,NAA15,4,trans_whole_genome,0.099
ENSG00000164136,IL15,4,trans_whole_genome,0.226
ENSG00000164142,FAM160A1,4,trans_whole_genome,0.374
ENSG00000164144,ARFIP1,4,trans_whole_genome,0.107
ENSG00000164151,ICE1,5,trans_whole_genome,0.131
ENSG00000164162,ANAPC10,4,trans_whole_genome,0.115
ENSG00000164163,ABCE1,4,trans_whole_genome,0.116
ENSG00000164164,OTUD4,4,trans_whole_genome,0.12
ENSG00000164167,LSM6,4,trans_whole_genome,0.107
ENSG00000164168,TMEM184C,4,trans_whole_genome,0.108
ENSG00000164169,PRMT9,4,trans_whole_genome,0.153
ENSG00000164171,ITGA2,5,trans_whole_genome,0.121
ENSG00000164172,MOCS2,5,trans_whole_genome,0.095
ENSG00000164180,TMEM161B,5,trans_whole_genome,0.14
ENSG00000164181,ELOVL7,5,trans_whole_genome,0.228
ENSG00000164182,NDUFAF2,5,trans_whole_genome,0.115
ENSG00000164187,LMBRD2,5,trans_whole_genome,0.141
ENSG00000164190,NIPBL,5,trans_whole_genome,0.117
ENSG00000164197,RNF180,5,trans_whole_genome,0.166
ENSG00000164199,ADGRV1,5,trans_whole_genome,0.16
ENSG00000164209,SLC25A46,5,trans_whole_genome,0.143
ENSG00000164211,STARD4,5,trans,0.403
ENSG00000164219,PGGT1B,5,trans_whole_genome,0.178
ENSG00000164221,CCDC112,5,trans_whole_genome,0.188
ENSG00000164236,ANKRD33B,5,trans_whole_genome,0.369
ENSG00000164237,CMBL,5,trans_whole_genome,0.087
ENSG00000164241,C5orf63,5,trans_whole_genome,0.14
ENSG00000164244,PRRC1,5,trans_whole_genome,0.1
ENSG00000164251,F2RL1,5,trans_whole_genome,0.096
ENSG00000164252,AGGF1,5,trans_whole_genome,0.135
ENSG00000164253,WDR41,5,trans_whole_genome,0.109
ENSG00000164256,PRDM9,5,trans_whole_genome,0.397
ENSG00000164258,NDUFS4,5,trans_whole_genome,0.1
ENSG00000164265,SCGB3A2,5,trans_whole_genome,0.248
ENSG00000164284,GRPEL2,5,trans_whole_genome,0.12
ENSG00000164287,CDC20B,5,trans,0.426
ENSG00000164291,ARSK,5,trans_whole_genome,0.164
ENSG00000164292,RHOBTB3,5,trans_whole_genome,0.102
ENSG00000164294,GPX8,5,trans_whole_genome,0.147
ENSG00000164296,TIGD6,5,trans_whole_genome,0.159
ENSG00000164300,SERINC5,5,trans_whole_genome,0.418
ENSG00000164303,ENPP6,4,trans_whole_genome,0.214
ENSG00000164304,CAGE1,6,trans_whole_genome,0.221
ENSG00000164305,CASP3,4,trans_whole_genome,0.094
ENSG00000164306,PRIMPOL,4,trans_whole_genome,0.146
ENSG00000164307,ERAP1,5,trans_whole_genome,0.116
ENSG00000164308,ERAP2,5,trans_whole_genome,0.101
ENSG00000164309,CMYA5,5,trans_whole_genome,0.162
ENSG00000164323,CFAP97,4,trans_whole_genome,0.11
ENSG00000164327,RICTOR,5,trans_whole_genome,0.145
ENSG00000164329,PAPD4,5,trans_whole_genome,0.121
ENSG00000164330,EBF1,5,trans_whole_genome,0.551
ENSG00000164331,ANKRA2,5,trans_whole_genome,0.14
ENSG00000164332,UBLCP1,5,trans_whole_genome,0.123
ENSG00000164338,UTP15,5,trans_whole_genome,0.131
ENSG00000164342,TLR3,4,trans_whole_genome,0.14
ENSG00000164344,KLKB1,4,trans_whole_genome,0.22
ENSG00000164346,NSA2,5,trans_whole_genome,0.093
ENSG00000164347,GFM2,5,trans_whole_genome,0.107
ENSG00000164362,TERT,5,cis,0.406
ENSG00000164366,CCDC127,5,trans_whole_genome,0.107
ENSG00000164379,FOXQ1,6,trans_whole_genome,0.215
ENSG00000164393,ADGRF2,6,trans_whole_genome,0.224
ENSG00000164398,ACSL6,5,trans_whole_genome,0.236
ENSG00000164402,SEPT8,5,trans_whole_genome,0.114
ENSG00000164403,SHROOM1,5,trans_whole_genome,0.224
ENSG00000164404,GDF9,5,trans_whole_genome,0.226
ENSG00000164405,UQCRQ,5,trans_whole_genome,0.115
ENSG00000164406,LEAP2,5,trans_whole_genome,0.315
ENSG00000164414,SLC35A1,6,trans_whole_genome,0.101
ENSG00000164418,GRIK2,6,trans_whole_genome,0.219
ENSG00000164430,MB21D1,6,trans_whole_genome,0.104
ENSG00000164434,FABP7,6,trans_whole_genome,0.235
ENSG00000164440,TXLNB,6,trans_whole_genome,0.11
ENSG00000164442,CITED2,6,trans_whole_genome,0.113
ENSG00000164463,CREBRF,5,trans_whole_genome,0.176
ENSG00000164465,DCBLD1,6,trans_whole_genome,0.109
ENSG00000164466,SFXN1,5,trans_whole_genome,0.107
ENSG00000164483,SAMD3,6,trans,0.359
ENSG00000164484,TMEM200A,6,trans_whole_genome,0.263
ENSG00000164485,IL22RA2,6,trans,0.241
ENSG00000164494,PDSS2,6,trans_whole_genome,0.142
ENSG00000164506,STXBP5,6,trans_whole_genome,0.172
ENSG00000164520,RAET1E,6,trans_whole_genome,0.324
ENSG00000164535,DAGLB,7,trans_whole_genome,0.102
ENSG00000164542,KIAA0895,7,trans_whole_genome,0.106
ENSG00000164543,STK17A,7,trans_whole_genome,0.149
ENSG00000164548,TRA2A,7,trans_whole_genome,0.087
ENSG00000164574,GALNT10,5,trans_whole_genome,0.135
ENSG00000164576,SAP30L,5,trans_whole_genome,0.106
ENSG00000164587,RPS14,5,trans_whole_genome,0.076
ENSG00000164591,MYOZ3,5,trans_whole_genome,0.271
ENSG00000164597,COG5,7,trans_whole_genome,1.962
ENSG00000164603,BMT2,7,trans_whole_genome,0.188
ENSG00000164604,GPR85,7,trans_whole_genome,0.268
ENSG00000164609,SLU7,5,trans_whole_genome,0.092
ENSG00000164610,RP9,7,trans_whole_genome,0.14
ENSG00000164611,PTTG1,5,trans_whole_genome,0.104
ENSG00000164615,CAMLG,5,trans_whole_genome,0.112
ENSG00000164619,BMPER,7,cis,0.469
ENSG00000164620,RELL2,5,trans_whole_genome,0.156
ENSG00000164626,KCNK5,6,trans_whole_genome,0.116
ENSG00000164627,KIF6,6,trans_whole_genome,0.201
ENSG00000164631,ZNF12,7,trans_whole_genome,0.109
ENSG00000164638,SLC29A4,7,trans_whole_genome,0.169
ENSG00000164647,STEAP1,7,trans_whole_genome,0.162
ENSG00000164649,CDCA7L,7,trans_whole_genome,0.102
ENSG00000164651,SP8,7,cis,0.443
ENSG00000164654,MIOS,7,trans_whole_genome,0.112
ENSG00000164659,KIAA1324L,7,trans_whole_genome,0.163
ENSG00000164663,USP49,6,trans_whole_genome,0.138
ENSG00000164674,SYTL3,6,trans_whole_genome,0.137
ENSG00000164683,HEY1,8,trans,0.191
ENSG00000164684,ZNF704,8,trans_whole_genome,0.125
ENSG00000164687,FABP5,8,trans_whole_genome,0.103
ENSG00000164691,TAGAP,6,trans,0.225
ENSG00000164692,COL1A2,7,trans_whole_genome,0.717
ENSG00000164694,FNDC1,6,trans_whole_genome,0.151
ENSG00000164695,CHMP4C,8,trans_whole_genome,0.088
ENSG00000164707,SLC13A4,7,trans_whole_genome,0.253
ENSG00000164713,BRI3,7,trans_whole_genome,0.088
ENSG00000164715,LMTK2,7,trans_whole_genome,0.132
ENSG00000164733,CTSB,8,trans_whole_genome,0.096
ENSG00000164741,DLC1,8,trans_whole_genome,0.627
ENSG00000164742,ADCY1,7,trans_whole_genome,0.222
ENSG00000164743,C8orf48,8,trans_whole_genome,0.167
ENSG00000164744,SUN3,7,trans_whole_genome,0.098
ENSG00000164749,HNF4G,8,trans,0.237
ENSG00000164751,PEX2,8,trans_whole_genome,0.096
ENSG00000164754,RAD21,8,trans_whole_genome,0.093
ENSG00000164758,MED30,8,trans_whole_genome,0.094
ENSG00000164761,TNFRSF11B,8,trans,0.35
ENSG00000164764,SBSPON,8,trans_whole_genome,0.218
ENSG00000164776,PHKG1,7,trans_whole_genome,0.247
ENSG00000164778,EN2,7,trans_whole_genome,0.133
ENSG00000164794,KCNV1,8,trans,0.465
ENSG00000164796,CSMD3,8,trans_whole_genome,0.778
ENSG00000164808,SPIDR,8,trans_whole_genome,0.116
ENSG00000164815,ORC5,7,trans_whole_genome,0.114
ENSG00000164818,DNAAF5,7,trans_whole_genome,0.092
ENSG00000164823,OSGIN2,8,trans_whole_genome,0.14
ENSG00000164825,DEFB1,8,trans_whole_genome,0.162
ENSG00000164828,SUN1,7,trans_whole_genome,0.183
ENSG00000164830,OXR1,8,trans_whole_genome,0.114
ENSG00000164841,TMEM74,8,trans_whole_genome,0.179
ENSG00000164849,GPR146,7,trans_whole_genome,0.257
ENSG00000164850,GPER1,7,trans_whole_genome,0.194
ENSG00000164855,TMEM184A,7,trans_whole_genome,0.147
ENSG00000164867,NOS3,7,trans_whole_genome,0.15
ENSG00000164877,MICALL2,7,trans_whole_genome,0.174
ENSG00000164879,CA3,8,trans,0.235
ENSG00000164880,INTS1,7,trans_whole_genome,0.127
ENSG00000164885,CDK5,7,trans_whole_genome,0.099
ENSG00000164889,SLC4A2,7,trans_whole_genome,0.12
ENSG00000164896,FASTK,7,trans_whole_genome,0.127
ENSG00000164897,TMUB1,7,trans_whole_genome,0.12
ENSG00000164898,FMC1,7,trans_whole_genome,0.124
ENSG00000164902,PHAX,5,trans_whole_genome,0.104
ENSG00000164904,ALDH7A1,5,trans_whole_genome,0.104
ENSG00000164916,FOXK1,7,trans_whole_genome,0.165
ENSG00000164919,COX6C,8,trans_whole_genome,0.102
ENSG00000164920,OSR2,8,trans_whole_genome,0.474
ENSG00000164924,YWHAZ,8,trans_whole_genome,0.097
ENSG00000164929,BAALC,8,trans_whole_genome,0.261
ENSG00000164930,FZD6,8,trans_whole_genome,0.094
ENSG00000164932,CTHRC1,8,trans_whole_genome,0.55
ENSG00000164933,SLC25A32,8,trans_whole_genome,0.108
ENSG00000164934,DCAF13,8,trans_whole_genome,0.084
ENSG00000164938,TP53INP1,8,trans_whole_genome,0.149
ENSG00000164941,INTS8,8,trans_whole_genome,0.109
ENSG00000164944,VIRMA,8,trans_whole_genome,0.108
ENSG00000164949,GEM,8,trans_whole_genome,0.188
ENSG00000164951,PDP1,8,trans_whole_genome,0.131
ENSG00000164953,TMEM67,8,trans_whole_genome,0.169
ENSG00000164961,WASHC5,8,trans_whole_genome,0.107
ENSG00000164967,RPP25L,9,trans_whole_genome,0.104
ENSG00000164970,FAM219A,9,trans_whole_genome,0.13
ENSG00000164972,C9orf24,9,trans_whole_genome,0.288
ENSG00000164975,SNAPC3,9,trans_whole_genome,0.104
ENSG00000164976,KIAA1161,9,trans_whole_genome,0.103
ENSG00000164978,NUDT2,9,trans_whole_genome,0.11
ENSG00000164983,TMEM65,8,trans_whole_genome,0.121
ENSG00000164985,PSIP1,9,trans_whole_genome,0.101
ENSG00000164989,CCDC171,9,trans_whole_genome,0.166
ENSG00000165006,UBAP1,9,trans_whole_genome,0.088
ENSG00000165023,DIRAS2,9,trans_whole_genome,0.178
ENSG00000165025,SYK,9,trans_whole_genome,0.102
ENSG00000165028,NIPSNAP3B,9,trans_whole_genome,0.233
ENSG00000165029,ABCA1,9,trans_whole_genome,0.113
ENSG00000165030,NFIL3,9,trans_whole_genome,0.117
ENSG00000165046,LETM2,8,trans_whole_genome,0.252
ENSG00000165055,METTL2B,7,trans_whole_genome,0.119
ENSG00000165060,FXN,9,trans_whole_genome,0.089
ENSG00000165071,TMEM71,8,trans_whole_genome,0.131
ENSG00000165072,MAMDC2,9,trans_whole_genome,0.223
ENSG00000165084,C8orf34,8,trans_whole_genome,0.321
ENSG00000165091,TMC1,9,trans_whole_genome,0.201
ENSG00000165092,ALDH1A1,9,trans_whole_genome,0.174
ENSG00000165097,KDM1B,6,trans_whole_genome,0.835
ENSG00000165102,HGSNAT,8,trans_whole_genome,0.145
ENSG00000165105,RASEF,9,trans_whole_genome,0.116
ENSG00000165113,GKAP1,9,trans_whole_genome,0.136
ENSG00000165115,KIF27,9,trans_whole_genome,0.144
ENSG00000165118,C9orf64,9,trans_whole_genome,0.102
ENSG00000165119,HNRNPK,9,trans_whole_genome,0.09
ENSG00000165124,SVEP1,9,trans_whole_genome,0.249
ENSG00000165125,TRPV6,7,trans_whole_genome,0.143
ENSG00000165138,ANKS6,9,trans_whole_genome,0.269
ENSG00000165140,FBP1,9,trans_whole_genome,0.163
ENSG00000165156,ZHX1,8,trans_whole_genome,0.099
ENSG00000165164,CFAP47,X,trans_whole_genome,0.272
ENSG00000165168,CYBB,X,trans_whole_genome,0.319
ENSG00000165169,DYNLT3,X,trans_whole_genome,0.148
ENSG00000165171,METTL27,7,cis,0.114
ENSG00000165175,MID1IP1,X,trans_whole_genome,0.109
ENSG00000165185,KIAA1958,9,trans_whole_genome,0.154
ENSG00000165186,PTCHD1,X,trans_whole_genome,0.124
ENSG00000165188,RNF183,9,trans_whole_genome,0.276
ENSG00000165194,PCDH19,X,trans_whole_genome,0.643
ENSG00000165195,PIGA,X,trans_whole_genome,0.144
ENSG00000165197,VEGFD,X,trans_whole_genome,0.44
ENSG00000165209,STRBP,9,trans_whole_genome,0.097
ENSG00000165215,CLDN3,7,trans_whole_genome,0.129
ENSG00000165219,GAPVD1,9,trans_whole_genome,0.108
ENSG00000165233,CARD19,9,trans_whole_genome,0.1
