ens_gene_id,symbol,chr,gene_type,tagwise_dispersion
ENSG00000100575,TIMM9,14,trans_whole_genome,0.108
ENSG00000100577,GSTZ1,14,trans_whole_genome,0.128
ENSG00000100578,KIAA0586,14,trans_whole_genome,0.245
ENSG00000100580,TMED8,14,trans_whole_genome,0.139
ENSG00000100583,SAMD15,14,trans_whole_genome,0.302
ENSG00000100591,AHSA1,14,trans_whole_genome,0.078
ENSG00000100592,DAAM1,14,trans_whole_genome,0.106
ENSG00000100596,SPTLC2,14,trans_whole_genome,0.113
ENSG00000100599,RIN3,14,trans_whole_genome,0.117
ENSG00000100600,LGMN,14,trans_whole_genome,0.153
ENSG00000100601,ALKBH1,14,trans_whole_genome,0.145
ENSG00000100603,SNW1,14,trans_whole_genome,0.089
ENSG00000100605,ITPK1,14,trans_whole_genome,0.201
ENSG00000100612,DHRS7,14,trans_whole_genome,0.08
ENSG00000100614,PPM1A,14,trans_whole_genome,0.1
ENSG00000100625,SIX4,14,trans_whole_genome,0.133
ENSG00000100626,GALNT16,14,trans,0.179
ENSG00000100629,CEP128,14,trans_whole_genome,0.171
ENSG00000100632,ERH,14,trans_whole_genome,0.095
ENSG00000100644,HIF1A,14,trans_whole_genome,0.107
ENSG00000100647,SUSD6,14,trans_whole_genome,0.138
ENSG00000100650,SRSF5,14,trans_whole_genome,0.113
ENSG00000100664,EIF5,14,trans_whole_genome,0.096
ENSG00000100697,DICER1,14,trans_whole_genome,0.125
ENSG00000100711,ZFYVE21,14,trans_whole_genome,0.094
ENSG00000100714,MTHFD1,14,trans_whole_genome,0.114
ENSG00000100722,ZC3H14,14,trans_whole_genome,0.104
ENSG00000100726,TELO2,16,trans_whole_genome,0.128
ENSG00000100731,PCNX1,14,trans_whole_genome,0.13
ENSG00000100744,GSKIP,14,trans_whole_genome,0.159
ENSG00000100749,VRK1,14,trans_whole_genome,0.12
ENSG00000100764,PSMC1,14,trans_whole_genome,0.091
ENSG00000100767,PAPLN,14,trans_whole_genome,0.216
ENSG00000100784,RPS6KA5,14,trans_whole_genome,0.575
ENSG00000100796,PPP4R3A,14,trans_whole_genome,0.098
ENSG00000100802,C14orf93,14,trans_whole_genome,0.141
ENSG00000100804,PSMB5,14,trans_whole_genome,0.093
ENSG00000100811,YY1,14,trans_whole_genome,0.095
ENSG00000100813,ACIN1,14,trans_whole_genome,0.112
ENSG00000100814,CCNB1IP1,14,trans_whole_genome,0.085
ENSG00000100815,TRIP11,14,trans_whole_genome,0.122
ENSG00000100823,APEX1,14,trans_whole_genome,0.091
ENSG00000100836,PABPN1,14,trans_whole_genome,0.103
ENSG00000100842,EFS,14,trans_whole_genome,0.107
ENSG00000100852,ARHGAP5,14,trans_whole_genome,0.121
ENSG00000100865,CINP,14,trans_whole_genome,0.086
ENSG00000100867,DHRS2,14,trans_whole_genome,0.335
ENSG00000100883,SRP54,14,trans_whole_genome,0.096
ENSG00000100888,CHD8,14,trans_whole_genome,0.109
ENSG00000100889,PCK2,14,trans_whole_genome,0.221
ENSG00000100890,KIAA0391,14,trans_whole_genome,0.109
ENSG00000100897,DCAF11,14,trans_whole_genome,0.177
ENSG00000100902,PSMA6,14,trans_whole_genome,0.082
ENSG00000100906,NFKBIA,14,trans_whole_genome,0.103
ENSG00000100908,EMC9,14,trans_whole_genome,0.253
ENSG00000100911,PSME2,14,trans_whole_genome,0.154
ENSG00000100916,BRMS1L,14,trans_whole_genome,0.171
ENSG00000100918,REC8,14,trans_whole_genome,0.29
ENSG00000100926,TM9SF1,14,trans_whole_genome,0.18
ENSG00000100934,SEC23A,14,trans_whole_genome,0.135
ENSG00000100938,GMPR2,14,trans_whole_genome,0.147
ENSG00000100941,PNN,14,trans_whole_genome,0.102
ENSG00000100949,RABGGTA,14,trans_whole_genome,0.233
ENSG00000100968,NFATC4,14,trans_whole_genome,0.176
ENSG00000100979,PLTP,20,trans_whole_genome,0.144
ENSG00000100982,PCIF1,20,trans_whole_genome,0.126
ENSG00000100987,VSX1,20,trans_whole_genome,0.245
ENSG00000100991,TRPC4AP,20,trans_whole_genome,0.105
ENSG00000100994,PYGB,20,trans_whole_genome,0.122
ENSG00000100997,ABHD12,20,trans_whole_genome,0.107
ENSG00000101000,PROCR,20,trans_whole_genome,0.23
ENSG00000101003,GINS1,20,trans_whole_genome,0.154
ENSG00000101004,NINL,20,trans_whole_genome,0.172
ENSG00000101019,UQCC1,20,trans_whole_genome,0.109
ENSG00000101040,ZMYND8,20,trans_whole_genome,0.103
ENSG00000101049,SGK2,20,trans_whole_genome,0.245
ENSG00000101052,IFT52,20,trans_whole_genome,0.108
ENSG00000101057,MYBL2,20,trans_whole_genome,0.119
ENSG00000101076,HNF4A,20,trans_whole_genome,0.396
ENSG00000101079,NDRG3,20,trans_whole_genome,0.095
ENSG00000101082,SLA2,20,trans_whole_genome,0.346
ENSG00000101084,C20orf24,20,trans_whole_genome,0.094
ENSG00000101096,NFATC2,20,trans_whole_genome,0.158
ENSG00000101104,PABPC1L,20,trans_whole_genome,0.223
ENSG00000101109,STK4,20,trans_whole_genome,0.137
ENSG00000101115,SALL4,20,trans_whole_genome,0.264
ENSG00000101126,ADNP,20,trans_whole_genome,0.111
ENSG00000101132,PFDN4,20,trans_whole_genome,0.12
ENSG00000101134,DOK5,20,trans_whole_genome,0.147
ENSG00000101138,CSTF1,20,trans_whole_genome,0.107
ENSG00000101144,BMP7,20,trans_whole_genome,0.247
ENSG00000101146,RAE1,20,trans_whole_genome,0.087
ENSG00000101150,TPD52L2,20,trans_whole_genome,0.098
ENSG00000101152,DNAJC5,20,trans_whole_genome,0.117
ENSG00000101158,NELFCD,20,trans_whole_genome,0.278
ENSG00000101160,CTSZ,20,trans_whole_genome,0.096
ENSG00000101161,PRPF6,20,trans_whole_genome,0.112
ENSG00000101162,TUBB1,20,trans_whole_genome,0.343
ENSG00000101166,PRELID3B,20,trans_whole_genome,0.086
ENSG00000101181,MTG2,20,trans_whole_genome,0.116
ENSG00000101182,PSMA7,20,trans_whole_genome,0.095
ENSG00000101187,SLCO4A1,20,trans_whole_genome,0.176
ENSG00000101189,MRGBP,20,trans_whole_genome,0.118
ENSG00000101190,TCFL5,20,trans_whole_genome,0.1
ENSG00000101191,DIDO1,20,trans_whole_genome,0.109
ENSG00000101193,GID8,20,trans_whole_genome,0.094
ENSG00000101199,ARFGAP1,20,trans_whole_genome,0.12
ENSG00000101210,EEF1A2,20,trans_whole_genome,0.74
ENSG00000101213,PTK6,20,trans_whole_genome,0.115
ENSG00000101216,GMEB2,20,trans_whole_genome,0.121
ENSG00000101220,C20orf27,20,trans_whole_genome,0.109
ENSG00000101222,SPEF1,20,trans_whole_genome,0.193
ENSG00000101224,CDC25B,20,trans_whole_genome,0.118
ENSG00000101236,RNF24,20,trans_whole_genome,0.11
ENSG00000101246,ARFRP1,20,trans_whole_genome,0.646
ENSG00000101247,NDUFAF5,20,trans_whole_genome,0.123
ENSG00000101255,TRIB3,20,trans_whole_genome,0.189
ENSG00000101265,RASSF2,20,trans_whole_genome,0.15
ENSG00000101266,CSNK2A1,20,trans_whole_genome,0.258
ENSG00000101276,SLC52A3,20,trans_whole_genome,0.136
ENSG00000101290,CDS2,20,trans_whole_genome,0.111
ENSG00000101292,PROKR2,20,trans_whole_genome,0.633
ENSG00000101294,HM13,20,trans_whole_genome,0.089
ENSG00000101298,SNPH,20,trans_whole_genome,0.168
ENSG00000101306,MYLK2,20,trans,0.584
ENSG00000101307,SIRPB1,20,trans_whole_genome,0.382
ENSG00000101310,SEC23B,20,trans_whole_genome,0.348
ENSG00000101311,FERMT1,20,trans_whole_genome,0.136
ENSG00000101333,PLCB4,20,trans_whole_genome,0.164
ENSG00000101335,MYL9,20,trans_whole_genome,0.118
ENSG00000101336,HCK,20,trans_whole_genome,0.393
ENSG00000101337,TM9SF4,20,trans_whole_genome,0.106
ENSG00000101343,CRNKL1,20,trans_whole_genome,0.091
ENSG00000101346,POFUT1,20,trans_whole_genome,0.117
ENSG00000101347,SAMHD1,20,trans,3.308
ENSG00000101350,KIF3B,20,trans_whole_genome,0.125
ENSG00000101353,MROH8,20,trans_whole_genome,0.207
ENSG00000101361,NOP56,20,trans_whole_genome,0.095
ENSG00000101363,MANBAL,20,trans_whole_genome,0.094
ENSG00000101365,IDH3B,20,trans_whole_genome,0.102
ENSG00000101367,MAPRE1,20,trans_whole_genome,0.092
ENSG00000101384,JAG1,20,trans_whole_genome,0.141
ENSG00000101391,CDK5RAP1,20,trans_whole_genome,0.106
