,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
58,5506.43685,-1.0566547,0.3010308,-3.510121,4.48E-04,3.11E-02,ENSG00000103197,TSC2
229,812.95339,-1.1171343,0.3376609,-3.30845,9.38E-04,4.35E-02,ENSG00000171843,MLLT3
160,4687.83368,-1.122959,0.338792,-3.314597,9.18E-04,4.30E-02,ENSG00000144224,UBXN4
194,1660.70467,-1.1336069,0.3372167,-3.361657,7.75E-04,3.98E-02,ENSG00000162601,MYSM1
22,443.67053,-1.1523214,0.3192001,-3.610028,3.06E-04,2.61E-02,ENSG00000065923,SLC9A7
141,6374.72249,-1.1695039,0.3298423,-3.545646,3.92E-04,2.86E-02,ENSG00000136167,LCP1
161,327.11872,-1.1807383,0.3105654,-3.801899,1.44E-04,1.79E-02,ENSG00000145217,SLC26A1
156,882.61305,-1.2625071,0.346319,-3.645504,2.67E-04,2.42E-02,ENSG00000142798,HSPG2
110,948.4612,-1.281722,0.385087,-3.328396,8.73E-04,4.23E-02,ENSG00000118965,WDR35
287,499.88791,-1.3045879,0.3931433,-3.318352,9.06E-04,4.30E-02,ENSG00000198945,L3MBTL3
179,1075.64714,-1.3099028,0.3894415,-3.363542,7.69E-04,3.98E-02,ENSG00000156535,CD109
228,889.1474,-1.3451974,0.3672622,-3.662772,2.50E-04,2.34E-02,ENSG00000170579,DLGAP1
252,1593.15887,-1.4018053,0.4010397,-3.495427,4.73E-04,3.16E-02,ENSG00000180530,NRIP1
104,4262.66836,-1.4531379,0.4097793,-3.546148,3.91E-04,2.86E-02,ENSG00000115112,TFCP2L1
257,2816.85767,-1.5147981,0.4147787,-3.652063,2.60E-04,2.39E-02,ENSG00000183778,B3GALT5
195,298.58554,-1.5235467,0.3863505,-3.943431,8.03E-05,1.24E-02,ENSG00000162946,DISC1
284,2676.38659,-1.5422876,0.3922028,-3.932373,8.41E-05,1.25E-02,ENSG00000197892,KIF13B
305,498.53631,-1.6060775,0.4907301,-3.272833,1.06E-03,4.60E-02,ENSG00000257743,MGAM2
114,190.22579,-1.6434042,0.4702781,-3.494537,4.75E-04,3.16E-02,ENSG00000121207,LRAT
264,1972.76589,-1.6535508,0.3858581,-4.285386,1.82E-05,6.47E-03,ENSG00000185567,AHNAK2
285,1847.94342,-1.6629251,0.3966057,-4.192892,2.75E-05,8.61E-03,ENSG00000198315,ZKSCAN8
215,2630.09732,-1.6899053,0.4646823,-3.63669,2.76E-04,2.47E-02,ENSG00000167608,TMC4
261,1733.60589,-1.7076683,0.4182046,-4.083332,4.44E-05,9.53E-03,ENSG00000184384,MAML2
97,2761.06959,-1.7117579,0.4188243,-4.087055,4.37E-05,9.53E-03,ENSG00000111859,NEDD9
93,296.3285,-1.7359001,0.5183547,-3.348865,8.11E-04,4.05E-02,ENSG00000110628,SLC22A18
224,598.73443,-1.7914739,0.5035202,-3.557898,3.74E-04,2.84E-02,ENSG00000169914,OTUD3
11,950.48897,-1.8758668,0.3841139,-4.883622,1.04E-06,1.20E-03,ENSG00000020633,RUNX3
255,223.63762,-2.0095823,0.5867495,-3.424941,6.15E-04,3.57E-02,ENSG00000182983,ZNF662
268,287.75687,-2.1802643,0.6284614,-3.46921,5.22E-04,3.26E-02,ENSG00000187601,MAGEH1
307,787.3726,-2.2798104,0.311829,-7.311093,2.65E-13,1.16E-09,ENSG00000262246,CORO7
111,301.73906,-2.2996799,0.6543856,-3.514258,4.41E-04,3.11E-02,ENSG00000120318,ARAP3
