,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
345,7.14E+02,-1.225131,0.3451261,-3.549807,3.86E-04,7.44E-03,ENSG00000125885,MCM8
667,4.24E+02,-1.2266021,0.3139876,-3.906531,9.36E-05,2.32E-03,ENSG00000163170,BOLA3
270,1.84E+03,-1.2301115,0.4082169,-3.013377,2.58E-03,3.31E-02,ENSG00000116396,KCNC4
515,1.13E+03,-1.2316801,0.3080701,-3.998051,6.39E-05,1.68E-03,ENSG00000144231,POLR2D
542,1.70E+03,-1.2357765,0.3301885,-3.742639,1.82E-04,4.01E-03,ENSG00000147364,FBXO25
691,3.77E+03,-1.2384946,0.2603214,-4.75756,1.96E-06,7.83E-05,ENSG00000164983,TMEM65
906,3.93E+02,-1.2391384,0.3419675,-3.623557,2.91E-04,5.95E-03,ENSG00000180425,C11orf71
961,4.74E+02,-1.240062,0.3755243,-3.302215,9.59E-04,1.53E-02,ENSG00000184307,ZDHHC23
629,6.54E+02,-1.2442285,0.3581035,-3.474494,5.12E-04,9.22E-03,ENSG00000160124,CCDC58
1231,2.09E+03,-1.2468352,0.2978687,-4.185855,2.84E-05,8.49E-04,ENSG00000226479,TMEM185B
707,2.09E+02,-1.2484952,0.4288355,-2.911362,3.60E-03,4.25E-02,ENSG00000166263,STXBP4
461,4.08E+04,-1.2493281,0.2646554,-4.720583,2.35E-06,9.19E-05,ENSG00000138326,RPS24
535,1.08E+03,-1.2743825,0.4024216,-3.166785,1.54E-03,2.23E-02,ENSG00000146263,MMS22L
156,6.00E+02,-1.2755268,0.3399038,-3.752611,1.75E-04,3.89E-03,ENSG00000102805,CLN5
677,6.32E+02,-1.2870167,0.3338957,-3.854547,1.16E-04,2.78E-03,ENSG00000163738,MTHFD2L
1032,3.89E+02,-1.2874573,0.4115409,-3.128383,1.76E-03,2.46E-02,ENSG00000188732,FAM221A
71,1.75E+03,-1.2996573,0.2295161,-5.662597,1.49E-08,9.81E-07,ENSG00000074356,NCBP3
654,9.74E+02,-1.3014337,0.3526182,-3.690773,2.24E-04,4.78E-03,ENSG00000162129,CLPB
752,2.51E+03,-1.301869,0.3407554,-3.820538,1.33E-04,3.10E-03,ENSG00000169020,ATP5ME
513,1.35E+03,-1.3039086,0.2742836,-4.75387,2.00E-06,7.94E-05,ENSG00000144026,ZNF514
845,1.86E+03,-1.3097807,0.3915727,-3.344923,8.23E-04,1.35E-02,ENSG00000175066,GK5
701,1.11E+03,-1.3185477,0.4013209,-3.285519,1.02E-03,1.60E-02,ENSG00000165650,PDZD8
632,4.59E+02,-1.3478196,0.4028208,-3.345953,8.20E-04,1.35E-02,ENSG00000160233,LRRC3
155,6.77E+02,-1.3499456,0.4309565,-3.13244,1.73E-03,2.44E-02,ENSG00000102743,SLC25A15
821,2.01E+03,-1.3568787,0.2645248,-5.129494,2.91E-07,1.42E-05,ENSG00000172888,ZNF621
507,3.81E+03,-1.3570585,0.4181402,-3.245463,1.17E-03,1.80E-02,ENSG00000143382,ADAMTSL4
1041,4.47E+02,-1.3619814,0.3243101,-4.199627,2.67E-05,8.11E-04,ENSG00000196312,MFSD14C
154,4.79E+02,-1.3669971,0.3764033,-3.631735,2.82E-04,5.85E-03,ENSG00000102349,KLF8
313,3.53E+02,-1.3705792,0.3509033,-3.90586,9.39E-05,2.32E-03,ENSG00000121897,LIAS
1097,2.00E+04,-1.372298,0.3419546,-4.0131,5.99E-05,1.60E-03,ENSG00000198918,RPL39
1201,2.09E+03,-1.373408,0.374686,-3.665491,2.47E-04,5.20E-03,ENSG00000213918,DNASE1
215,2.29E+02,-1.3756431,0.4543182,-3.027929,2.46E-03,3.20E-02,ENSG00000108590,MED31
1216,9.47E+02,-1.3851206,0.294075,-4.710094,2.48E-06,9.59E-05,ENSG00000219481,NBPF1
410,5.86E+02,-1.3945106,0.347454,-4.013512,5.98E-05,1.60E-03,ENSG00000132763,MMACHC
929,5.93E+02,-1.4005839,0.3759413,-3.725539,1.95E-04,4.27E-03,ENSG00000182378,PLCXD1
609,1.31E+03,-1.4014311,0.2735293,-5.123514,3.00E-07,1.45E-05,ENSG00000157193,LRP8
1042,4.39E+02,-1.4148591,0.397868,-3.556101,3.76E-04,7.31E-03,ENSG00000196391,ZNF774
1072,5.74E+02,-1.4180369,0.3704385,-3.827996,1.29E-04,3.03E-03,ENSG00000197780,TAF13
953,3.41E+03,-1.4183168,0.2528073,-5.610268,2.02E-08,1.28E-06,ENSG00000183723,CMTM4
1230,3.48E+02,-1.4184021,0.4862613,-2.916954,3.53E-03,4.21E-02,ENSG00000226124,FTCDNL1
459,1.36E+03,-1.4199289,0.4253536,-3.338232,8.43E-04,1.37E-02,ENSG00000137486,ARRB1
314,2.92E+02,-1.4346117,0.3838696,-3.737237,1.86E-04,4.09E-03,ENSG00000121988,ZRANB3
1207,5.30E+02,-1.4348018,0.3957644,-3.625394,2.89E-04,5.94E-03,ENSG00000214960,CRPPA
1005,3.65E+03,-1.4359189,0.2973968,-4.828293,1.38E-06,5.66E-05,ENSG00000186350,RXRA
591,4.68E+02,-1.442869,0.4575841,-3.153232,1.61E-03,2.32E-02,ENSG00000154080,CHST9
592,2.48E+03,-1.4437812,0.2420579,-5.96461,2.45E-09,1.96E-07,ENSG00000154237,LRRK1
1084,1.51E+03,-1.456444,0.4747705,-3.06768,2.16E-03,2.89E-02,ENSG00000198146,ZNF770
987,6.09E+02,-1.4583546,0.338862,-4.303683,1.68E-05,5.42E-04,ENSG00000185379,RAD51D
220,3.10E+02,-1.4621706,0.4455134,-3.28199,1.03E-03,1.62E-02,ENSG00000108984,MAP2K6
517,3.99E+02,-1.4624913,0.4410913,-3.315621,9.14E-04,1.47E-02,ENSG00000144426,NBEAL1
1024,3.72E+02,-1.4646527,0.4195438,-3.49106,4.81E-04,8.84E-03,ENSG00000187792,ZNF70
1307,1.08E+06,-1.4691924,0.3155666,-4.655729,3.23E-06,1.22E-04,ENSG00000269028,MTRNR2L12
803,1.07E+03,-1.4706418,0.2670704,-5.506569,3.66E-08,2.19E-06,ENSG00000172113,NME6
1290,1.70E+05,-1.484277,0.3708454,-4.002415,6.27E-05,1.66E-03,ENSG00000256618,MTRNR2L1
503,5.64E+03,-1.4860959,0.2281875,-6.51261,7.39E-11,7.60E-09,ENSG00000143179,UCK2
