,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1807,1.93E+02,3.6960935,0.7203098,5.131255,2.88E-07,7.65E-06,ENSG00000149294,NCAM1
3321,2.97E+02,3.6877224,0.6476808,5.693734,1.24E-08,4.54E-07,ENSG00000243566,UPK3B
2557,4.42E+01,3.6731053,1.2877718,2.852295,4.34E-03,2.36E-02,ENSG00000175489,LRRC25
2379,3.22E+01,3.6602807,1.4092667,2.597295,9.40E-03,4.31E-02,ENSG00000170370,EMX2
802,8.54E+02,3.6558267,0.5363952,6.815548,9.39E-12,6.50E-10,ENSG00000111817,DSE
2487,5.02E+01,3.6454848,1.185662,3.074641,2.11E-03,1.33E-02,ENSG00000173068,BNC2
470,4.85E+01,3.6449334,1.2099391,3.012493,2.59E-03,1.57E-02,ENSG00000100344,PNPLA3
117,6.21E+02,3.6340146,1.2803096,2.838387,4.53E-03,2.43E-02,ENSG00000041982,TNC
2510,1.65E+02,3.6315133,0.6468565,5.614094,1.98E-08,6.91E-07,ENSG00000173641,HSPB7
416,3.77E+01,3.6228066,1.2580425,2.879717,3.98E-03,2.20E-02,ENSG00000095370,SH2D3C
3106,1.13E+03,3.6225834,0.3466194,10.451184,1.45E-25,4.29E-23,ENSG00000204220,PFDN6
2421,4.45E+01,3.6058336,1.2096548,2.980878,2.87E-03,1.70E-02,ENSG00000171522,PTGER4
948,6.13E+02,3.5988805,1.3353056,2.695174,7.04E-03,3.43E-02,ENSG00000117479,SLC19A2
1349,1.09E+02,3.5950359,1.0727306,3.351294,8.04E-04,6.23E-03,ENSG00000133962,CATSPERB
1518,2.43E+02,3.5905684,0.570257,6.296404,3.05E-10,1.59E-08,ENSG00000138623,SEMA7A
1761,8.39E+01,3.5898928,1.0858979,3.305921,9.47E-04,7.12E-03,ENSG00000147257,GPC3
2217,1.44E+03,3.5733749,1.3639506,2.619871,8.80E-03,4.09E-02,ENSG00000166147,FBN1
711,4.46E+01,3.5625847,1.316952,2.705174,6.83E-03,3.36E-02,ENSG00000108001,EBF3
2088,1.38E+02,3.5607463,1.1142725,3.19558,1.40E-03,9.72E-03,ENSG00000163060,TEKT4
3161,1.57E+02,3.5570623,0.8418213,4.225436,2.38E-05,3.42E-04,ENSG00000204618,RNF39
709,6.51E+01,3.5502814,0.9909814,3.582591,3.40E-04,3.08E-03,ENSG00000107954,NEURL1
1279,1.01E+02,3.5486175,0.8320824,4.264743,2.00E-05,2.92E-04,ENSG00000131477,RAMP2
1607,9.98E+01,3.5480736,0.8456722,4.195566,2.72E-05,3.81E-04,ENSG00000142227,EMP3
544,6.16E+01,3.5158916,1.2652194,2.778879,5.45E-03,2.80E-02,ENSG00000102802,MEDAG
820,6.44E+01,3.5098044,1.256633,2.793023,5.22E-03,2.70E-02,ENSG00000112320,SOBP
3412,2.23E+02,3.5010009,0.7755547,4.514189,6.36E-06,1.13E-04,ENSG00000270136,MICOS10-NBL1
123,3.65E+01,3.5006244,1.3832731,2.530682,1.14E-02,4.99E-02,ENSG00000044524,EPHA3
293,1.19E+02,3.4880136,1.0190343,3.422862,6.20E-04,5.05E-03,ENSG00000078098,FAP
932,8.58E+01,3.4851952,1.1032109,3.159138,1.58E-03,1.07E-02,ENSG00000116962,NID1
800,1.90E+03,3.4775979,1.2864682,2.703213,6.87E-03,3.37E-02,ENSG00000111799,COL12A1
350,4.66E+01,3.4755599,1.1944717,2.909705,3.62E-03,2.04E-02,ENSG00000087258,GNAO1
2886,8.02E+02,3.463881,1.010692,3.427237,6.10E-04,4.99E-03,ENSG00000187498,COL4A1
637,3.64E+01,3.4595843,1.3233655,2.614232,8.94E-03,4.14E-02,ENSG00000105664,COMP
2467,5.01E+02,3.4416363,0.4746272,7.251241,4.13E-13,3.42E-11,ENSG00000172638,EFEMP2
195,7.91E+01,3.4405592,1.0460211,3.289187,1.00E-03,7.49E-03,ENSG00000066056,TIE1
1693,8.42E+01,3.4321531,1.1642002,2.948078,3.20E-03,1.85E-02,ENSG00000144476,ACKR3
337,7.58E+01,3.4289567,1.0637735,3.22339,1.27E-03,9.01E-03,ENSG00000085741,WNT11
559,1.41E+03,3.4246145,0.371801,9.21088,3.23E-20,6.31E-18,ENSG00000103226,NOMO3
1015,7.68E+01,3.4213549,0.9900503,3.455739,5.49E-04,4.57E-03,ENSG00000120729,MYOT
3061,1.40E+02,3.4148069,0.9034741,3.77964,1.57E-04,1.63E-03,ENSG00000198542,ITGBL1
2261,4.38E+01,3.4067284,1.2012783,2.835919,4.57E-03,2.44E-02,ENSG00000167208,SNX20
3127,3.62E+02,3.392178,0.6822216,4.972252,6.62E-07,1.58E-05,ENSG00000204344,STK19
2445,4.64E+02,3.3826934,0.594871,5.686432,1.30E-08,4.70E-07,ENSG00000172062,SMN1
2438,5.36E+01,3.3783883,1.139215,2.965541,3.02E-03,1.77E-02,ENSG00000171903,CYP4F11
583,1.15E+02,3.3737603,0.8108092,4.160979,3.17E-05,4.35E-04,ENSG00000104327,CALB1
3219,7.12E+03,3.3730728,0.2228,15.139466,8.89E-52,7.48E-49,ENSG00000213719,CLIC1
1954,1.84E+02,3.3631227,0.8943587,3.760373,1.70E-04,1.73E-03,ENSG00000157881,PANK4
175,2.84E+03,3.3629152,0.2850097,11.7993,3.94E-32,1.75E-29,ENSG00000064601,CTSA
1482,9.71E+01,3.3582543,0.940562,3.570476,3.56E-04,3.20E-03,ENSG00000137474,MYO7A
599,1.75E+03,3.3463271,0.4787717,6.9894,2.76E-12,2.03E-10,ENSG00000104738,MCM4
2756,4.11E+02,3.3396017,0.5836807,5.721624,1.06E-08,3.94E-07,ENSG00000183336,BOLA2
3123,2.34E+02,3.3372278,1.0124267,3.296266,9.80E-04,7.33E-03,ENSG00000204314,PRRT1
1964,1.96E+02,3.3347075,0.7301659,4.567054,4.95E-06,9.05E-05,ENSG00000158352,SHROOM4
3152,1.08E+03,3.3281994,0.3084686,10.789427,3.86E-27,1.29E-24,ENSG00000204536,CCHCR1
2130,3.84E+02,3.3273705,0.6627756,5.020358,5.16E-07,1.27E-05,ENSG00000163993,S100P
1574,1.32E+02,3.3191448,0.7156865,4.637707,3.52E-06,6.83E-05,ENSG00000140986,RPL3L
2034,1.29E+03,3.3151825,1.1298898,2.934076,3.35E-03,1.91E-02,ENSG00000161055,SCGB3A1
2429,6.51E+01,3.312359,1.0717636,3.090569,2.00E-03,1.28E-02,ENSG00000171812,COL8A2
330,4.96E+02,3.308935,0.5495514,6.021156,1.73E-09,7.82E-08,ENSG00000085231,AK6
3388,4.72E+02,3.3043898,0.5329812,6.199824,5.65E-10,2.81E-08,ENSG00000258947,TUBB3
2863,7.86E+01,3.3035891,0.9667814,3.4171,6.33E-04,5.12E-03,ENSG00000186529,CYP4F3
3351,2.62E+03,3.2967213,0.3188127,10.340619,4.62E-25,1.29E-22,ENSG00000250479,CHCHD10
89,2.73E+02,3.2932901,0.7733618,4.258408,2.06E-05,3.00E-04,ENSG00000024422,EHD2
