baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,symbol,chr,copy_number_state_cloneA,copy_number_state_cloneB,copy_number_state_cloneC,gene_type,description
655.56,1.05,0.25,4.16,3.15171891631778e-05,0.000446826776474538,ENSG00000146757,ZNF92,7,2,3,3,cis_gene,B Primary vs. A Primary
535.02,1.01,0.27,3.71,0.000207453110631319,0.00190759300553083,ENSG00000146858,ZC3HAV1L,7,2,3,3,cis_gene,B Primary vs. A Primary
47.33,-3.91,0.79,-4.97,6.70559690037273e-07,2.12198880224207e-05,ENSG00000146938,NLGN4X,X,2,2,2,trans_gene,B Primary vs. A Primary
466.06,-1.2,0.25,-4.82,1.41065125662633e-06,3.80443455762173e-05,ENSG00000146950,SHROOM2,X,2,2,2,trans_gene,B Primary vs. A Primary
106.21,-1.02,0.48,-2.11,0.0352582006618985,0.0946358339214884,ENSG00000147113,CXorf36,X,2,2,2,trans_gene,B Primary vs. A Primary
249.51,-1.26,0.51,-2.5,0.0123997608542396,0.0434130398671934,ENSG00000147144,CCDC120,X,2,2,2,trans_gene,B Primary vs. A Primary
139.81,-1.5,0.4,-3.75,0.000174377595216251,0.00168836849068389,ENSG00000147255,IGSF1,X,2,2,2,trans_gene,B Primary vs. A Primary
344.78,-1.4,0.4,-3.49,0.000476583627979302,0.00367635304914664,ENSG00000147437,GNRH1,8,2,2,2,trans_gene,B Primary vs. A Primary
540.3,1.3,0.24,5.41,6.29525854901078e-08,3.03509074838951e-06,ENSG00000147592,LACTB2,8,2,2,2,trans_gene,B Primary vs. A Primary
6848.28,1.03,0.17,5.99,2.15028367557769e-09,1.74980887773311e-07,ENSG00000147669,POLR2K,8,7,7,7,trans_gene,B Primary vs. A Primary
596.31,-1.43,0.36,-3.92,8.76811554174134e-05,0.000994661809803664,ENSG00000147689,FAM83A,8,7,7,7,trans_gene,B Primary vs. A Primary
115.15,-1.04,0.52,-2.01,0.0446907458768947,0.112752028755363,ENSG00000147883,CDKN2B,9,4,4,4,trans_gene,B Primary vs. A Primary
1684.37,-1.09,0.22,-4.99,6.00476656537409e-07,1.93002519879764e-05,ENSG00000148158,SNX30,9,3,3,3,trans_gene,B Primary vs. A Primary
14062.12,-1.03,0.21,-4.83,1.39516205245036e-06,3.76988318126607e-05,ENSG00000148180,GSN,9,3,3,3,trans_gene,B Primary vs. A Primary
913.57,-1.48,0.29,-5.19,2.11416395393774e-07,8.36044947852122e-06,ENSG00000148200,NR6A1,9,3,3,3,trans_gene,B Primary vs. A Primary
38.38,3.72,1.36,2.73,0.00642874759099776,0.0265797088358492,ENSG00000148297,MED22,9,3,3,3,trans_gene,B Primary vs. A Primary
5564.31,-1.07,0.17,-6.3,2.91136461556547e-10,3.22725913841974e-08,ENSG00000148308,GTF3C5,9,3,3,3,trans_gene,B Primary vs. A Primary
580.31,-1.1,0.43,-2.54,0.0111184116052011,0.039889143368507,ENSG00000148926,ADM,11,2,2,2,trans_gene,B Primary vs. A Primary
58.11,-1.44,0.59,-2.45,0.0142038938096283,0.048253479018327,ENSG00000148948,LRRC4C,11,2,2,2,trans_gene,B Primary vs. A Primary
2961.13,-1.07,0.18,-6.09,1.10196170471661e-09,9.82118629631724e-08,ENSG00000149182,ARFGAP2,11,2,2,2,trans_gene,B Primary vs. A Primary
577.8,-1.14,0.29,-3.93,8.45806008886579e-05,0.000966498132557244,ENSG00000149212,SESN3,11,2,2,2,trans_gene,B Primary vs. A Primary
122.22,-1.15,0.42,-2.75,0.00594649283999997,0.0251244676475149,ENSG00000149260,CAPN5,11,2,2,2,trans_gene,B Primary vs. A Primary
289.05,-1.05,0.3,-3.45,0.000560166098690612,0.00418915956245096,ENSG00000149292,TTC12,11,2,2,2,trans_gene,B Primary vs. A Primary
62.62,-1.41,0.67,-2.09,0.0370414213165601,0.0981496573112239,ENSG00000149295,DRD2,11,2,2,2,trans_gene,B Primary vs. A Primary
786.98,-2.11,0.22,-9.62,6.39891825067448e-22,4.7412616385787e-19,ENSG00000149582,TMEM25,11,2,2,2,trans_gene,B Primary vs. A Primary
1669.65,-1.29,0.22,-5.74,9.46394043652018e-09,6.05888944993582e-07,ENSG00000149596,JPH2,20,2,2,2,trans_gene,B Primary vs. A Primary
850.65,-1.1,0.24,-4.53,5.91337790838086e-06,0.000117416832431856,ENSG00000150967,ABCB9,12,2,2,2,trans_gene,B Primary vs. A Primary
62.18,-1.45,0.62,-2.35,0.0187260843220683,0.0589809901834724,ENSG00000151474,FRMD4A,10,3,3,4,trans_gene,B Primary vs. A Primary
1686.56,-1.12,0.24,-4.66,3.14695144915531e-06,7.09033661318429e-05,ENSG00000151491,EPS8,12,3,3,3,trans_gene,B Primary vs. A Primary
44.39,-1.7,0.67,-2.55,0.0106319417233205,0.0386237474549699,ENSG00000151572,ANO4,12,2,2,2,trans_gene,B Primary vs. A Primary
50.81,-1.32,0.65,-2.01,0.0445016219360518,0.112436079256234,ENSG00000151651,ADAM8,10,2,2,2,trans_gene,B Primary vs. A Primary
2229.14,1.27,0.19,6.8,1.03956244293758e-11,1.59075652952991e-09,ENSG00000151881,TMEM267,5,3,3,4,trans_gene,B Primary vs. A Primary
5649.23,-1.03,0.23,-4.49,6.96400023570685e-06,0.000133205428421577,ENSG00000151914,DST,6,3,3,3,trans_gene,B Primary vs. A Primary
1136.56,1.52,0.21,7.11,1.17404852110524e-12,2.32792325072106e-10,ENSG00000151967,SCHIP1,3,2,2,2,trans_gene,B Primary vs. A Primary
6346.59,-1.09,0.19,-5.68,1.3785598431175e-08,8.29374592795219e-07,ENSG00000152102,FAM168B,2,2,2,2,trans_gene,B Primary vs. A Primary
720.66,-1,0.25,-3.96,7.40889378726627e-05,0.000871365135648576,ENSG00000152520,PAN3,13,2,2,2,trans_gene,B Primary vs. A Primary
279.48,-1.51,0.41,-3.68,0.000233221415448446,0.00209210799092513,ENSG00000152527,PLEKHH2,2,2,2,2,trans_gene,B Primary vs. A Primary
1263.08,-1.04,0.26,-3.98,6.96798470691791e-05,0.000832554776813665,ENSG00000152556,PFKM,12,2,2,2,trans_gene,B Primary vs. A Primary
100.84,-1.38,0.48,-2.9,0.00374826757327706,0.0177850053578006,ENSG00000152580,IGSF10,3,2,2,2,trans_gene,B Primary vs. A Primary
184.09,-1.03,0.41,-2.53,0.0112963841958146,0.0403938269516581,ENSG00000152689,RASGRP3,2,2,2,2,trans_gene,B Primary vs. A Primary
370.47,-1.22,0.44,-2.8,0.00516421416238701,0.0226307689495157,ENSG00000153291,SLC25A27,6,3,3,3,trans_gene,B Primary vs. A Primary
3502.11,-1.16,0.23,-4.97,6.7351091492485e-07,2.12593871307445e-05,ENSG00000153404,PLEKHG4B,5,3,3,4,trans_gene,B Primary vs. A Primary
177.82,-1.53,0.48,-3.16,0.001553181173291,0.00919112423606165,ENSG00000153902,LGI4,19,2,2,2,trans_gene,B Primary vs. A Primary
50.9,-1.78,0.61,-2.94,0.00325284809763773,0.0159392953423404,ENSG00000154016,GRAP,17,2,2,2,trans_gene,B Primary vs. A Primary
1013.7,-1.06,0.27,-3.85,0.000118393948264882,0.00124117214914927,ENSG00000154027,AK5,1,2,2,2,trans_gene,B Primary vs. A Primary
376.62,1.12,0.28,4.05,5.05468621701182e-05,0.000642237116995419,ENSG00000154079,SDHAF4,6,3,3,3,trans_gene,B Primary vs. A Primary
51.25,-2.72,0.89,-3.05,0.0022990630063213,0.0123488016035831,ENSG00000154080,CHST9,18,2,2,2,trans_gene,B Primary vs. A Primary
101.01,-2.32,0.52,-4.45,8.3907627600214e-06,0.000155632619414468,ENSG00000154134,ROBO3,11,2,2,2,trans_gene,B Primary vs. A Primary
2739.07,-1.12,0.29,-3.88,0.000103634059668504,0.0011274809057289,ENSG00000154358,OBSCN,1,5,5,5,trans_gene,B Primary vs. A Primary
4535.13,-1.04,0.19,-5.39,7.08759408236707e-08,3.27144752431356e-06,ENSG00000154370,TRIM11,1,5,5,5,trans_gene,B Primary vs. A Primary
59.86,-1.56,0.59,-2.64,0.00818186254945001,0.0318100693099026,ENSG00000154529,CNTNAP3B,9,1,1,1,trans_gene,B Primary vs. A Primary
79.98,-1.64,0.53,-3.11,0.00186045693957921,0.0105717682425573,ENSG00000154864,PIEZO2,18,2,2,2,trans_gene,B Primary vs. A Primary
561.14,-1.12,0.38,-2.91,0.00362401377593787,0.0172945308263232,ENSG00000155657,TTN,2,2,2,2,trans_gene,B Primary vs. A Primary
181.07,-1.11,0.36,-3.06,0.00218273243642557,0.0119334008699026,ENSG00000155666,KDM8,16,3,3,3,trans_gene,B Primary vs. A Primary
95.22,-1.21,0.5,-2.42,0.0157049021924835,0.0519731107347868,ENSG00000156049,GNA14,9,3,3,3,trans_gene,B Primary vs. A Primary
200.27,-1.32,0.33,-3.95,7.78378132964494e-05,0.000903380655884101,ENSG00000156113,KCNMA1,10,2,2,2,trans_gene,B Primary vs. A Primary
1117.8,1.11,0.22,5.14,2.76427273589914e-07,1.02528469407705e-05,ENSG00000156136,DCK,4,2,2,2,trans_gene,B Primary vs. A Primary
256.01,-1.04,0.35,-3.02,0.00253161944105247,0.0132985591384838,ENSG00000156150,ALX3,1,2,2,2,trans_gene,B Primary vs. A Primary
1598.49,1.09,0.26,4.12,3.79794122002297e-05,0.000507287646143272,ENSG00000156411,C14orf2,14,1,1,1,trans_gene,B Primary vs. A Primary
1181.97,-2.29,0.24,-9.74,1.98209903202836e-22,1.6414111866409e-19,ENSG00000156413,FUT6,19,2,2,2,trans_gene,B Primary vs. A Primary
58.38,-1.53,0.57,-2.7,0.0070092360655118,0.0283063755967513,ENSG00000156466,GDF6,8,7,7,7,trans_gene,B Primary vs. A Primary
9222.04,-1.01,0.17,-5.88,4.0156184725307e-09,2.95978412860142e-07,ENSG00000156675,RAB11FIP1,8,2,2,2,trans_gene,B Primary vs. A Primary
117.88,-1.1,0.43,-2.55,0.0108809338403706,0.039263329699975,ENSG00000156920,ADGRG4,X,2,2,2,trans_gene,B Primary vs. A Primary
2322.73,-1.05,0.18,-5.86,4.52029511630621e-09,3.29723910089942e-07,ENSG00000157014,TATDN2,3,2,2,2,trans_gene,B Primary vs. A Primary
126.12,-1.48,0.44,-3.36,0.00077366774171798,0.00537330758160124,ENSG00000157064,NMNAT2,1,4,4,4,trans_gene,B Primary vs. A Primary
1099.32,1,0.25,3.99,6.56945758744224e-05,0.000795226344935613,ENSG00000157224,CLDN12,7,2,3,3,cis_gene,B Primary vs. A Primary
1602.23,-1.22,0.21,-5.68,1.3776096761239e-08,8.29374592795219e-07,ENSG00000157349,DDX19B,16,2,2,2,trans_gene,B Primary vs. A Primary
999.16,-1.22,0.26,-4.61,4.0421703701624e-06,8.63515545844406e-05,ENSG00000157423,HYDIN,16,2,2,2,trans_gene,B Primary vs. A Primary
376.95,-1.03,0.32,-3.28,0.00105603907995617,0.0068828324850106,ENSG00000157542,KCNJ6,21,2,2,2,trans_gene,B Primary vs. A Primary
82.04,-1.13,0.57,-1.98,0.0478991759116305,0.118427221370554,ENSG00000157654,PALM2-AKAP2,9,3,3,3,trans_gene,B Primary vs. A Primary
112.54,-1.05,0.43,-2.46,0.0137190825018118,0.047014908339948,ENSG00000157890,MEGF11,15,2,2,2,trans_gene,B Primary vs. A Primary
150.12,2.15,0.53,4.04,5.43430495217596e-05,0.000678830036528244,ENSG00000157927,RADIL,7,2,3,3,cis_gene,B Primary vs. A Primary
2637.12,-1.07,0.19,-5.71,1.10567594710079e-08,6.85713919968498e-07,ENSG00000157985,AGAP1,2,2,2,2,trans_gene,B Primary vs. A Primary
39.48,-1.39,0.67,-2.07,0.0382175814570256,0.100547021444965,ENSG00000158163,DZIP1L,3,2,2,2,trans_gene,B Primary vs. A Primary
567.85,-1.21,0.26,-4.72,2.32356813102667e-06,5.54426985569381e-05,ENSG00000158246,FAM46B,1,1,1,1,trans_gene,B Primary vs. A Primary
378.3,-1.81,0.31,-5.86,4.59997583464843e-09,3.30400305102962e-07,ENSG00000158352,SHROOM4,X,2,2,2,trans_gene,B Primary vs. A Primary
3219.71,-1.61,0.23,-7.14,9.03506994844808e-13,1.95685714975773e-10,ENSG00000158555,GDPD5,11,2,2,2,trans_gene,B Primary vs. A Primary
96.02,1.13,0.47,2.37,0.0177089622899367,0.056725090129176,ENSG00000158560,DYNC1I1,7,2,3,3,cis_gene,B Primary vs. A Primary
2812.99,-1,0.18,-5.62,1.89391667948006e-08,1.10175863693059e-06,ENSG00000158669,GPAT4,8,2,2,2,trans_gene,B Primary vs. A Primary
41.08,-2.06,0.82,-2.52,0.0118916933940501,0.0420842784317339,ENSG00000158714,SLAMF8,1,5,5,5,trans_gene,B Primary vs. A Primary
172.51,-2.08,0.43,-4.84,1.29312253563114e-06,3.56253993280142e-05,ENSG00000158748,HTR6,1,1,1,1,trans_gene,B Primary vs. A Primary
228.92,-1.03,0.38,-2.7,0.00697607217415763,0.0282048087500836,ENSG00000158859,ADAMTS4,1,5,5,5,trans_gene,B Primary vs. A Primary
10857.04,-1.01,0.24,-4.17,3.10860811988166e-05,0.00044160428972446,ENSG00000158863,FAM160B2,8,2,2,2,trans_gene,B Primary vs. A Primary
106.5,-1.11,0.56,-1.97,0.0491611091290631,0.120405374794529,ENSG00000159167,STC1,8,2,2,2,trans_gene,B Primary vs. A Primary
357,-1.04,0.28,-3.71,0.000209233154412753,0.00192145097705332,ENSG00000159173,TNNI1,1,4,4,4,trans_gene,B Primary vs. A Primary
3905.64,-1.32,0.19,-6.96,3.47352918805312e-12,6.35069401420933e-10,ENSG00000159200,RCAN1,21,2,2,2,trans_gene,B Primary vs. A Primary
4357.14,-1.09,0.19,-5.71,1.14824387705964e-08,7.0589420529457e-07,ENSG00000159202,UBE2Z,17,2,2,2,trans_gene,B Primary vs. A Primary
12.4,3.9,1.88,2.07,0.0380917452564724,,ENSG00000159251,ACTC1,15,2,2,2,trans_gene,B Primary vs. A Primary
462.84,-1.2,0.29,-4.07,4.66694414167033e-05,0.000602763666297568,ENSG00000159403,C1R,12,3,3,3,trans_gene,B Primary vs. A Primary
343.38,-1.27,0.29,-4.45,8.50235114526642e-06,0.000157287909885757,ENSG00000159423,ALDH4A1,1,1,1,1,trans_gene,B Primary vs. A Primary
106.01,-3.26,0.52,-6.33,2.4654219844052e-10,2.79904924971423e-08,ENSG00000159495,TGM7,15,1,1,1,trans_gene,B Primary vs. A Primary
122.12,-2.1,0.43,-4.89,9.92208619613126e-07,2.87413846644313e-05,ENSG00000159761,C16orf86,16,2,2,2,trans_gene,B Primary vs. A Primary
861.99,-1.33,0.21,-6.31,2.79407553372546e-10,3.12182502887198e-08,ENSG00000159788,RGS12,4,2,2,2,trans_gene,B Primary vs. A Primary
2376.2,-1.04,0.19,-5.44,5.42051545518751e-08,2.67754444133789e-06,ENSG00000159792,PSKH1,16,2,2,2,trans_gene,B Primary vs. A Primary
79.78,-1.3,0.5,-2.62,0.00890115158163683,0.0338768348111066,ENSG00000159871,LYPD5,19,2,2,2,trans_gene,B Primary vs. A Primary
3928.4,-1.02,0.2,-5.21,1.87584961538354e-07,7.54520311010558e-06,ENSG00000160007,ARHGAP35,19,2,2,2,trans_gene,B Primary vs. A Primary
81.24,-1.09,0.53,-2.08,0.0374469057742675,0.0990376741480627,ENSG00000160050,CCDC28B,1,1,1,1,trans_gene,B Primary vs. A Primary
21.31,-2.19,0.99,-2.21,0.0273757516894745,,ENSG00000160097,FNDC5,1,1,1,1,trans_gene,B Primary vs. A Primary
6497.22,-1.01,0.21,-4.8,1.59454830465602e-06,4.18696097431956e-05,ENSG00000160111,CPAMD8,19,2,2,2,trans_gene,B Primary vs. A Primary
642.96,1.14,0.25,4.56,5.19389315577132e-06,0.000105970475140505,ENSG00000160124,CCDC58,3,2,2,2,trans_gene,B Primary vs. A Primary
113.29,-1.56,0.47,-3.3,0.000976218851836294,0.00645827490420646,ENSG00000160282,FTCD,21,3,3,3,trans_gene,B Primary vs. A Primary
3408.39,-1.15,0.2,-5.66,1.51798532609546e-08,9.05516839863218e-07,ENSG00000160285,LSS,21,3,3,3,trans_gene,B Primary vs. A Primary
2597.89,-1.02,0.19,-5.53,3.2839565799255e-08,1.78500157267147e-06,ENSG00000160293,VAV2,9,3,3,3,trans_gene,B Primary vs. A Primary
2819.31,-1.08,0.19,-5.82,5.74689394116523e-09,4.03263121664982e-07,ENSG00000160408,ST6GALNAC6,9,3,3,3,trans_gene,B Primary vs. A Primary
2115.46,-1.22,0.24,-5.15,2.5869264670437e-07,9.73763390455646e-06,ENSG00000160439,RDH13,19,2,2,2,trans_gene,B Primary vs. A Primary
6259.67,1.22,0.21,5.92,3.2793335052749e-09,2.51456612367276e-07,ENSG00000160678,S100A1,1,5,5,5,trans_gene,B Primary vs. A Primary
8047.11,-1.07,0.19,-5.8,6.65893046838821e-09,4.46607716995956e-07,ENSG00000160685,ZBTB7B,1,5,5,5,trans_gene,B Primary vs. A Primary
1489.35,-1.45,0.32,-4.53,5.95800476457966e-06,0.000118136325458806,ENSG00000160781,PAQR6,1,5,5,5,trans_gene,B Primary vs. A Primary
38.61,-1.46,0.75,-1.96,0.049975184342108,0.121887964467789,ENSG00000160801,PTH1R,3,1,1,1,trans_gene,B Primary vs. A Primary
37606.36,1.29,0.18,7.19,6.67563667369154e-13,1.54064939495458e-10,ENSG00000160862,AZGP1,7,2,3,3,cis_gene,B Primary vs. A Primary
1339.48,-1.2,0.28,-4.31,1.61238422762032e-05,0.000261510888899065,ENSG00000160953,MUM1,19,2,2,2,trans_gene,B Primary vs. A Primary
102.74,-1.35,0.44,-3.1,0.0019411486949431,0.0109004752004025,ENSG00000161328,LRRC56,11,2,2,2,trans_gene,B Primary vs. A Primary
125.04,-1.05,0.44,-2.4,0.0163682851731003,0.0535406297196838,ENSG00000161798,AQP5,12,2,2,2,trans_gene,B Primary vs. A Primary
477.38,-1.13,0.39,-2.91,0.00359121859159436,0.0171729535776037,ENSG00000161958,FGF11,17,2,2,2,trans_gene,B Primary vs. A Primary
49598.67,1.19,0.16,7.33,2.34102624592179e-13,6.10314212779389e-11,ENSG00000161970,RPL26,17,2,2,2,trans_gene,B Primary vs. A Primary
2291.71,-1.42,0.18,-7.85,4.27019489836993e-15,1.71759439369291e-12,ENSG00000162066,AMDHD2,16,3,3,3,trans_gene,B Primary vs. A Primary
97.35,-1.11,0.5,-2.23,0.0254907570330262,0.0740220456912011,ENSG00000162526,TSSK3,1,1,1,1,trans_gene,B Primary vs. A Primary
111.62,-1.43,0.43,-3.33,0.00087252024565706,0.00591968193655908,ENSG00000162543,UBXN10,1,1,1,1,trans_gene,B Primary vs. A Primary
272.13,-1,0.4,-2.51,0.0121927996174755,0.0429089138753303,ENSG00000162572,SCNN1D,1,1,1,1,trans_gene,B Primary vs. A Primary
527.96,-1.48,0.29,-5.13,2.94987974133093e-07,1.0823883375708e-05,ENSG00000162676,GFI1,1,2,2,2,trans_gene,B Primary vs. A Primary
21565.77,-1.5,0.18,-8.33,8.14292806804352e-17,4.40908235930449e-14,ENSG00000162889,MAPKAPK2,1,4,4,4,trans_gene,B Primary vs. A Primary
16189.12,-2.19,0.28,-7.8,6.1701628876482e-15,2.34766359817058e-12,ENSG00000162896,PIGR,1,4,4,4,trans_gene,B Primary vs. A Primary
678.97,-1.19,0.36,-3.27,0.00106874945077065,0.00695279795191737,ENSG00000162931,TRIM17,1,5,5,5,trans_gene,B Primary vs. A Primary
399.27,-1.19,0.29,-4.06,4.812979259575e-05,0.000616534322259298,ENSG00000162946,DISC1,1,5,5,5,trans_gene,B Primary vs. A Primary
437.05,-2.03,0.34,-6.05,1.47120875321593e-09,1.2476913751671e-07,ENSG00000162949,CAPN13,2,2,2,2,trans_gene,B Primary vs. A Primary
1349.66,-2.12,0.2,-10.36,3.81819970885975e-25,3.35953846883298e-22,ENSG00000162998,FRZB,2,2,2,2,trans_gene,B Primary vs. A Primary
1740.29,1.29,0.19,6.69,2.21914808610137e-11,3.0931848273401e-09,ENSG00000163032,VSNL1,2,2,2,2,trans_gene,B Primary vs. A Primary
321.43,-1.25,0.35,-3.58,0.000348040849375076,0.00288218769264842,ENSG00000163060,TEKT4,2,2,2,2,trans_gene,B Primary vs. A Primary
347.08,1.36,0.29,4.76,1.92909959989575e-06,4.77291110146438e-05,ENSG00000163170,BOLA3,2,2,2,2,trans_gene,B Primary vs. A Primary
299.66,-2.45,0.39,-6.22,5.02453529940262e-10,5.23965984777705e-08,ENSG00000163207,IVL,1,5,5,5,trans_gene,B Primary vs. A Primary
4902.05,-1.74,0.3,-5.74,9.60673222675276e-09,6.0955998705601e-07,ENSG00000163209,SPRR3,1,5,5,5,trans_gene,B Primary vs. A Primary
57.59,-1.3,0.63,-2.05,0.0403874324756459,0.104478918484407,ENSG00000163239,TDRD10,1,5,5,5,trans_gene,B Primary vs. A Primary
6414.53,-1.07,0.17,-6.12,9.10826833341454e-10,8.548413439854e-08,ENSG00000163346,PBXIP1,1,5,5,5,trans_gene,B Primary vs. A Primary
2878.41,-1.18,0.18,-6.57,5.1483241659743e-11,6.58891887350784e-09,ENSG00000163362,INAVA,1,4,4,4,trans_gene,B Primary vs. A Primary
54.48,-1.83,0.61,-2.98,0.00289379948048073,0.0146227240079712,ENSG00000163431,LMOD1,1,4,4,4,trans_gene,B Primary vs. A Primary
484.53,-1.07,0.34,-3.18,0.00149331490949925,0.00892844235051505,ENSG00000163462,TRIM46,1,5,5,5,trans_gene,B Primary vs. A Primary
23.08,-2.33,0.95,-2.44,0.0145506917963383,,ENSG00000163564,PYHIN1,1,5,5,5,trans_gene,B Primary vs. A Primary
2706.58,-1.73,0.31,-5.56,2.66221654691276e-08,1.49317468316485e-06,ENSG00000163565,IFI16,1,5,5,5,trans_gene,B Primary vs. A Primary
5751.52,1.12,0.18,6.22,5.12042559164685e-10,5.30039349111796e-08,ENSG00000163584,RPL22L1,3,2,2,2,trans_gene,B Primary vs. A Primary
76.9,-1.21,0.54,-2.24,0.025297619739753,0.073597828207531,ENSG00000163637,PRICKLE2,3,2,2,2,trans_gene,B Primary vs. A Primary
40.02,-1.55,0.73,-2.12,0.0339429577507054,0.0922132302613721,ENSG00000163638,ADAMTS9,3,2,2,2,trans_gene,B Primary vs. A Primary
264.06,-2.21,0.31,-7.13,9.98982428776785e-13,2.06818744592935e-10,ENSG00000163661,PTX3,3,2,2,2,trans_gene,B Primary vs. A Primary
53.3,-1.83,0.68,-2.68,0.00728243059400431,0.0291421426669678,ENSG00000163909,HEYL,1,2,2,2,trans_gene,B Primary vs. A Primary
1685.22,-1.03,0.21,-4.97,6.707522496077e-07,2.12198880224207e-05,ENSG00000163913,IFT122,3,2,2,2,trans_gene,B Primary vs. A Primary
80.81,-1.65,0.77,-2.15,0.0313373813794269,0.0867016512763785,ENSG00000163982,OTOP1,4,2,2,2,trans_gene,B Primary vs. A Primary
585.21,3.43,0.32,10.58,3.73380182742473e-26,3.75460443760609e-23,ENSG00000163993,S100P,4,2,2,2,trans_gene,B Primary vs. A Primary
518.87,-1.14,0.37,-3.09,0.00203527968825396,0.0113206904192964,ENSG00000164048,ZNF589,3,1,1,1,trans_gene,B Primary vs. A Primary
46.01,-1.77,0.68,-2.6,0.00931408544613262,0.0349756454816364,ENSG00000164082,GRM2,3,2,2,2,trans_gene,B Primary vs. A Primary
930.75,-1.46,0.26,-5.53,3.20154369228147e-08,1.74695085658676e-06,ENSG00000164099,PRSS12,4,2,2,2,trans_gene,B Primary vs. A Primary
266.91,-1.04,0.31,-3.31,0.000926997851472692,0.00621145918754524,ENSG00000164142,FAM160A1,4,2,2,2,trans_gene,B Primary vs. A Primary
821.98,-1.21,0.25,-4.83,1.33352643102491e-06,3.65952925847342e-05,ENSG00000164199,ADGRV1,5,1,1,1,trans_gene,B Primary vs. A Primary
182.24,-1.12,0.36,-3.13,0.00173405407547861,0.0100439390645489,ENSG00000164303,ENPP6,4,3,3,3,trans_gene,B Primary vs. A Primary
1028.79,-1.15,0.29,-3.9,9.60469939731033e-05,0.00106050947541439,ENSG00000164309,CMYA5,5,1,1,1,trans_gene,B Primary vs. A Primary
473.55,-1.35,0.34,-3.94,8.25006915459331e-05,0.000947344808795797,ENSG00000164574,GALNT10,5,2,2,2,trans_gene,B Primary vs. A Primary
40710.13,1.03,0.21,4.8,1.6071375965503e-06,4.18696097431956e-05,ENSG00000164587,RPS14,5,2,2,2,trans_gene,B Primary vs. A Primary
382.19,-1.01,0.35,-2.86,0.00425358500772509,0.0195246070227433,ENSG00000164659,KIAA1324L,7,2,3,3,cis_gene,B Primary vs. A Primary
392.19,-1.02,0.3,-3.4,0.00067291596413575,0.00482102338071404,ENSG00000164683,HEY1,8,2,2,2,trans_gene,B Primary vs. A Primary
916.36,1.29,0.21,6.09,1.10224991818307e-09,9.82118629631724e-08,ENSG00000164744,SUN3,7,2,3,3,cis_gene,B Primary vs. A Primary
64.86,-1.36,0.55,-2.47,0.013620477722773,0.0467338740875454,ENSG00000164761,TNFRSF11B,8,7,7,7,trans_gene,B Primary vs. A Primary
76.98,-1.23,0.6,-2.07,0.0383104918209557,0.100678570814899,ENSG00000164776,PHKG1,7,2,3,3,cis_gene,B Primary vs. A Primary
271.91,1.36,0.33,4.13,3.56986103461352e-05,0.000487927219857176,ENSG00000164825,DEFB1,8,2,2,2,trans_gene,B Primary vs. A Primary
118.48,-1.23,0.43,-2.88,0.00396272171829709,0.0185586148869549,ENSG00000164879,CA3,8,2,2,2,trans_gene,B Primary vs. A Primary
26.4,-2.65,0.88,-2.99,0.00274556035299494,,ENSG00000164935,DCSTAMP,8,7,7,7,trans_gene,B Primary vs. A Primary
108.47,1.03,0.43,2.38,0.0172331222370751,0.0555802737350616,ENSG00000165092,ALDH1A1,9,4,4,4,trans_gene,B Primary vs. A Primary
14.75,-3.06,1.45,-2.11,0.0350476325679191,,ENSG00000165124,SVEP1,9,3,3,3,trans_gene,B Primary vs. A Primary
753.2,-1.26,0.27,-4.73,2.20847035643906e-06,5.33290663429658e-05,ENSG00000165140,FBP1,9,3,3,3,trans_gene,B Primary vs. A Primary
5.6,-4.96,2.24,-2.21,0.0268123329242011,,ENSG00000165152,TMEM246,9,3,3,3,trans_gene,B Primary vs. A Primary
464.37,1.12,0.28,3.94,8.07758154073116e-05,0.000932099942052568,ENSG00000165171,METTL27,7,2,3,3,cis_gene,B Primary vs. A Primary
26732.38,-1.02,0.21,-4.95,7.49471840732062e-07,2.32402303388237e-05,ENSG00000165238,WNK2,9,3,3,3,trans_gene,B Primary vs. A Primary
1423.52,-1.12,0.22,-4.97,6.55181954101614e-07,2.08679899317704e-05,ENSG00000165406,MARCH8,10,2,2,2,trans_gene,B Primary vs. A Primary
741.04,1.35,0.36,3.74,0.000185172951572965,0.00176755462294967,ENSG00000165476,REEP3,10,2,2,2,trans_gene,B Primary vs. A Primary
1791.65,-1.41,0.22,-6.55,5.73409392226805e-11,7.27248416555762e-09,ENSG00000165507,C10orf10,10,2,2,2,trans_gene,B Primary vs. A Primary
77.04,-1.1,0.5,-2.18,0.0292811212559746,0.0822793662757705,ENSG00000165548,TMEM63C,14,1,1,1,trans_gene,B Primary vs. A Primary
