baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,symbol,chr,copy_number_state_cloneA,copy_number_state_cloneB,copy_number_state_cloneC,gene_type,description
31.2910402508761,2.99833548377217,0.796960904043172,3.76221150693956,0.000168417525080775,0.00286671960799812,ENSG00000140297,GCNT3,15,1,1,1,trans_gene,C Metastasis vs. B Primary
108.890259106072,2.76813925685081,0.597046503473042,4.63638802128217,3.54550126306728e-06,0.000116689700269937,ENSG00000140323,DISP2,15,1,1,1,trans_gene,C Metastasis vs. B Primary
25.4050862775148,-1.96125177519043,0.667299162922137,-2.93908921839796,0.00329178302032827,0.0263664314234111,ENSG00000140368,PSTPIP1,15,2,2,2,trans_gene,C Metastasis vs. B Primary
2637.73208573573,2.42144700415441,0.485859373739527,4.98384334034186,6.23335538720624e-07,2.80142940678801e-05,ENSG00000140479,PCSK6,15,2,2,2,trans_gene,C Metastasis vs. B Primary
9.77089315768416,6.3787736752761,1.89906824807999,3.35889649133212,0.000782543726893665,0.00942611978377933,ENSG00000140481,CCDC33,15,2,2,2,trans_gene,C Metastasis vs. B Primary
40.5123328836768,2.01207690310607,0.747437561551118,2.69196653554648,0.00710320722885287,0.044798784633183,ENSG00000140506,LMAN1L,15,2,2,2,trans_gene,C Metastasis vs. B Primary
4317.64668186067,1.87195176649073,0.401731890692636,4.65970417051844,3.16664160559087e-06,0.000104833787475959,ENSG00000140526,ABHD2,15,2,2,2,trans_gene,C Metastasis vs. B Primary
67.8481708093193,2.01482766301151,0.371313200665253,5.42622147395164,5.755953101577e-08,3.85514477577607e-06,ENSG00000140538,NTRK3,15,2,2,2,trans_gene,C Metastasis vs. B Primary
102.385292275427,-1.52468803300319,0.315187742162467,-4.83739634841913,1.31550945515619e-06,5.2906224886924e-05,ENSG00000140682,TGFB1I1,16,3,3,3,trans_gene,C Metastasis vs. B Primary
197.132539180966,3.20942274014387,0.54225125252448,5.91870046441061,3.24495323473864e-09,3.06897692470089e-07,ENSG00000140795,MYLK3,16,2,2,2,trans_gene,C Metastasis vs. B Primary
3455.24598360041,1.50631544051403,0.367925357202413,4.09407889678378,4.23849977778584e-05,0.000934152326184734,ENSG00000140848,CPNE2,16,2,2,2,trans_gene,C Metastasis vs. B Primary
1968.80582026608,-1.38009372251002,0.47426573554114,-2.90995874061053,0.00361476472199695,0.0281783811387046,ENSG00000140905,GCSH,16,2,2,2,trans_gene,C Metastasis vs. B Primary
1586.18188675298,1.24303006033947,0.254796252416902,4.87852567904176,1.06881750539866e-06,4.48359565705167e-05,ENSG00000140939,NOL3,16,2,2,2,trans_gene,C Metastasis vs. B Primary
505.596130160645,1.56925078307311,0.427724031106414,3.6688394126789,0.000243654060580879,0.00386545377398955,ENSG00000141012,GALNS,16,2,2,2,trans_gene,C Metastasis vs. B Primary
8.05301468968665,6.09279890483118,1.82906500373069,3.33110025745607,0.000865034412313197,0.0101637114942983,ENSG00000141194,OR4D1,17,2,2,2,trans_gene,C Metastasis vs. B Primary
9.73357304359116,6.37220470557178,1.81661263645988,3.50773994283646,0.000451930599175276,0.00623823689142264,ENSG00000141437,SLC25A52,18,2,2,2,trans_gene,C Metastasis vs. B Primary
25.8086595664158,2.52011362889582,0.794004780849872,3.17392752496828,0.00150391237944345,0.0150504905740465,ENSG00000141485,SLC13A5,17,2,2,2,trans_gene,C Metastasis vs. B Primary
1337.56663939916,-2.19557487984342,0.438876247898999,-5.00271976520519,5.65270836440325e-07,2.58090368903112e-05,ENSG00000141543,EIF4A3,17,2,2,2,trans_gene,C Metastasis vs. B Primary
165.481795622989,2.18525391375229,0.60513050318823,3.61121097389558,0.000304770605445217,0.00460237765861403,ENSG00000141665,FBXO15,18,2,2,2,trans_gene,C Metastasis vs. B Primary
318.671103968177,-1.24834878570741,0.390098381473765,-3.20008706775771,0.00137386077923357,0.0141772160630218,ENSG00000141682,PMAIP1,18,2,2,2,trans_gene,C Metastasis vs. B Primary
2048.4569086539,1.50092267766566,0.335168090461739,4.47811924935317,7.53035348513094e-06,0.000220442133570678,ENSG00000141698,NT5C3B,17,2,2,2,trans_gene,C Metastasis vs. B Primary
572.425349525453,-2.07108930468959,0.429483691864511,-4.82227694303921,1.41928702832043e-06,5.6271024566067e-05,ENSG00000141753,IGFBP4,17,2,2,2,trans_gene,C Metastasis vs. B Primary
1093.28472440782,1.04655008996987,0.346524673974671,3.02013151896471,0.00252664943628118,0.0218921008306498,ENSG00000141956,PRDM15,21,2,2,2,trans_gene,C Metastasis vs. B Primary
397.736345380162,-3.6578297666735,0.527994347924643,-6.9277820511737,4.27489655163737e-12,8.86551739076314e-10,ENSG00000142178,SIK1,21,,,,trans_gene,C Metastasis vs. B Primary
592.125709372671,-1.76458846380789,0.564362146027415,-3.12669528994627,0.00176783049164172,0.0170569878097696,ENSG00000142273,CBLC,19,2,2,2,trans_gene,C Metastasis vs. B Primary
271.838671776422,1.96477613357893,0.43093883341357,4.5592923664258,5.13262747185053e-06,0.000158899130706768,ENSG00000142279,WTIP,19,2,2,2,trans_gene,C Metastasis vs. B Primary
23.2903545836039,7.63490052144817,1.76258566520462,4.33164791486139,1.479974713388e-05,0.000387744364407118,ENSG00000142405,NLRP12,19,2,2,2,trans_gene,C Metastasis vs. B Primary
1146.04959825606,6.80932598579002,1.1248439870059,6.05357370839935,1.41667204669895e-09,1.4429098189248e-07,ENSG00000142409,ZNF787,19,2,2,2,trans_gene,C Metastasis vs. B Primary
689.775090157778,-1.13212531797631,0.30994088883889,-3.65271365845761,0.000259483532314556,0.00406044549248223,ENSG00000142556,ZNF614,19,2,2,2,trans_gene,C Metastasis vs. B Primary
133.654111178797,-1.79476840001876,0.566386726185572,-3.16880378201292,0.00153067694944219,0.0152409566455201,ENSG00000142583,SLC2A5,1,1,1,1,trans_gene,C Metastasis vs. B Primary
121.345383763864,-1.45550507475395,0.550426221374866,-2.64432364998593,0.00818543473169917,0.0494198134116934,ENSG00000142606,MMEL1,1,1,1,1,trans_gene,C Metastasis vs. B Primary
33.0203039596731,2.22086628154771,0.741401093366207,2.99549906443251,0.0027399614186502,0.0231190960290323,ENSG00000142661,MYOM3,1,1,1,1,trans_gene,C Metastasis vs. B Primary
101.11139117013,2.23348101070041,0.494405779141719,4.51750587256018,6.2572293195768e-06,0.000188957347855922,ENSG00000142698,C1orf94,1,1,1,1,trans_gene,C Metastasis vs. B Primary
1023.98438928575,-4.44555507881766,0.801128607615641,-5.549115381173,2.87118652789764e-08,2.07654343297068e-06,ENSG00000142867,BCL10,1,2,2,2,trans_gene,C Metastasis vs. B Primary
1495.72567892611,1.00927055930735,0.341299772652273,2.95713809436265,0.00310509018686658,0.0251820367795287,ENSG00000142945,KIF2C,1,2,2,2,trans_gene,C Metastasis vs. B Primary
36213.768659644,1.18783564852154,0.347844397841479,3.41484771895871,0.000638176795521906,0.00804168168471345,ENSG00000142949,PTPRF,1,2,2,2,trans_gene,C Metastasis vs. B Primary
7282.35881437213,1.12178879979455,0.275577787628711,4.07067931507582,4.68762423809473e-05,0.00101366929661212,ENSG00000143179,UCK2,1,5,5,5,trans_gene,C Metastasis vs. B Primary
119.028041929004,-2.89054075329781,0.722798440798605,-3.99909655325779,6.35847380605108e-05,0.001292270610239,ENSG00000143196,DPT,1,5,5,5,trans_gene,C Metastasis vs. B Primary
184.975771809858,1.20194043727254,0.326300967955447,3.68353316511355,0.000230023340342027,0.00368919838767671,ENSG00000143257,NR1I3,1,5,5,5,trans_gene,C Metastasis vs. B Primary
42.8983391831841,7.08721876878854,1.67155421487831,4.23989763879987,2.23621735752391e-05,0.000548319221866937,ENSG00000143297,FCRL5,1,5,5,5,trans_gene,C Metastasis vs. B Primary
2034.28077982284,2.38185294941719,0.476506476909432,4.99857413243493,5.77558021797455e-07,2.62308871482839e-05,ENSG00000143322,ABL2,1,4,4,4,trans_gene,C Metastasis vs. B Primary
3781.0516443937,1.18791393175967,0.409530164697416,2.90067505195219,0.00372359792535219,0.0287160802370463,ENSG00000143382,ADAMTSL4,1,10,9,9,trans_gene,C Metastasis vs. B Primary
8674.65510161,5.40205144728629,0.955178810726405,5.65553945148561,1.55357537999145e-08,1.22216221037327e-06,ENSG00000143401,ANP32E,1,10,9,9,trans_gene,C Metastasis vs. B Primary
5625.68973919971,-1.11445144795731,0.400957983477194,-2.77947189950564,0.00544473641127024,0.0373238740928692,ENSG00000143452,HORMAD1,1,10,9,9,trans_gene,C Metastasis vs. B Primary
18.1526461381816,7.2752729545094,1.73568324435982,4.19159024444737,2.7700596080122e-05,0.000657669462520194,ENSG00000143469,SYT14,1,4,4,4,trans_gene,C Metastasis vs. B Primary
11.1532501190403,5.11985052892503,1.59409913755342,3.2117516460004,0.00131928371027881,0.0137462654388796,ENSG00000143473,KCNH1,1,4,4,4,trans_gene,C Metastasis vs. B Primary
11529.2013203053,-1.33365204450511,0.504965517195959,-2.64107547761042,0.00826433057606384,0.0497565310268579,ENSG00000143742,SRP9,1,5,5,5,trans_gene,C Metastasis vs. B Primary
10.2668406580979,-2.9913215893251,1.02782825881059,-2.91033211403106,0.00361044878464094,0.0281588830675236,ENSG00000143768,LEFTY2,1,5,5,5,trans_gene,C Metastasis vs. B Primary
10595.3988477282,1.16658055517584,0.24602729913295,4.74167118562494,2.1196244649531e-06,7.6649361166466e-05,ENSG00000143772,ITPKB,1,5,5,5,trans_gene,C Metastasis vs. B Primary
331.349879225716,2.45700400779386,0.495763357283567,4.95600163202158,7.19586115880359e-07,3.16783524620169e-05,ENSG00000143786,CNIH3,1,5,5,5,trans_gene,C Metastasis vs. B Primary
6658.91225993029,1.59920094372007,0.291084320434558,5.49394395868742,3.93055265420425e-08,2.81902511820074e-06,ENSG00000143850,PLEKHA6,1,4,4,4,trans_gene,C Metastasis vs. B Primary
42.452361883516,1.89414452057326,0.641884445168956,2.95091201357075,0.00316837158668565,0.0255595732023382,ENSG00000143851,PTPN7,1,4,4,4,trans_gene,C Metastasis vs. B Primary
18.1646146172481,2.20124659946605,0.756173158698893,2.91103509049913,0.00360233558190088,0.0281466193242214,ENSG00000143869,GDF7,2,2,2,2,trans_gene,C Metastasis vs. B Primary
65.4935870932193,1.18389156301479,0.388182740601745,3.04983050297283,0.00228970548262379,0.0203158249857749,ENSG00000143994,ABHD1,2,2,2,2,trans_gene,C Metastasis vs. B Primary
1532.90848797231,1.1137859387566,0.349575492290883,3.18610990563895,0.001441998061496,0.0146178519626211,ENSG00000144026,ZNF514,2,2,2,2,trans_gene,C Metastasis vs. B Primary
160.188703062367,-1.6058232754341,0.549579954605626,-2.92191020064846,0.00347891828480074,0.0274251465589907,ENSG00000144182,LIPT1,2,2,2,2,trans_gene,C Metastasis vs. B Primary
431.761723290738,1.83356751750907,0.512765987296409,3.57583685918146,0.000349109320250432,0.00511422870593251,ENSG00000144218,AFF3,2,2,2,2,trans_gene,C Metastasis vs. B Primary
10.8490790822293,4.0556340830855,1.32164509086695,3.06862569316938,0.00215045843523703,0.0194615357758859,ENSG00000144285,SCN1A,2,2,2,2,trans_gene,C Metastasis vs. B Primary
357.55058073499,-1.16087187796781,0.362353528200733,-3.20369966792408,0.00135673925894344,0.0140599354992134,ENSG00000144366,GULP1,2,2,2,2,trans_gene,C Metastasis vs. B Primary
312.009164908901,2.30762701543455,0.48977294761849,4.71162612523892,2.45747927675424e-06,8.56287262971068e-05,ENSG00000144406,UNC80,2,2,2,2,trans_gene,C Metastasis vs. B Primary
443.515277430482,1.36429252952181,0.418061350511494,3.26337875494257,0.00110092279584966,0.0120473313071013,ENSG00000144426,NBEAL1,2,2,2,2,trans_gene,C Metastasis vs. B Primary
59.2116884084694,-2.6664575783193,0.620682884874522,-4.29600629129375,1.7390264896805e-05,0.000442154548993655,ENSG00000144476,ACKR3,2,2,2,2,trans_gene,C Metastasis vs. B Primary
244.093147120784,-1.25644399837211,0.392648261013846,-3.19992248310964,0.0013746455358847,0.0141772160630218,ENSG00000144644,GADL1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
503.098111603543,1.49068106321072,0.262866362658506,5.67087035455839,1.42073883660175e-08,1.13218414789009e-06,ENSG00000144649,FAM198A,3,2,2,2,trans_gene,C Metastasis vs. B Primary
1692.06915756311,1.17820109051777,0.305161896197218,3.86090499895284,0.000112967823683453,0.00207747344985393,ENSG00000144711,IQSEC1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
6.39304651077228,-4.44728595716481,1.32130672770387,-3.36582404669443,0.000763153712077748,0.00926386801551077,ENSG00000144771,LRTM1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
602.542853484916,2.29552871536969,0.569164362576492,4.03315609040998,5.50326982740653e-05,0.00115285045622242,ENSG00000144785,AC073896.1,12,,,,trans_gene,C Metastasis vs. B Primary
305.734424554066,-1.50056741063952,0.279261520285515,-5.37334112163161,7.72909091943122e-08,4.96421052224513e-06,ENSG00000144810,COL8A1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
2239.37895847485,4.95898052399307,0.903945425691555,5.48592910927034,4.11301828088642e-08,2.90153211757779e-06,ENSG00000145012,LPP,3,2,2,2,trans_gene,C Metastasis vs. B Primary
38.0101320359875,-5.18114374779925,0.860882462112223,-6.01841014984442,1.761384365285e-09,1.72265392498015e-07,ENSG00000145113,MUC4,3,2,2,2,trans_gene,C Metastasis vs. B Primary
569.502836554244,-2.36006033103575,0.306468210323156,-7.70083242417601,1.35182675625221e-14,6.46360943204704e-12,ENSG00000145354,CISD2,4,2,2,2,trans_gene,C Metastasis vs. B Primary
110.316880588124,-2.59102381553053,0.642665108437016,-4.03168583686143,5.5378182170871e-05,0.00115682603119806,ENSG00000145423,SFRP2,4,2,2,2,trans_gene,C Metastasis vs. B Primary
75116.7272955663,-1.19126895090963,0.359734025196677,-3.31152703795068,0.000927882728979657,0.0106762335654591,ENSG00000145425,RPS3A,4,2,2,2,trans_gene,C Metastasis vs. B Primary
284.704257637029,-1.19882670686657,0.44521940539108,-2.6926649924738,0.00708834533912367,0.0447932327472184,ENSG00000145431,PDGFC,4,2,2,2,trans_gene,C Metastasis vs. B Primary
1520.39900352567,1.64478478876875,0.419166069269172,3.92394544633939,8.71104694609783e-05,0.00168097815115675,ENSG00000145476,CYP4V2,4,3,3,3,trans_gene,C Metastasis vs. B Primary
585.585712016322,1.16058701223039,0.29249913819278,3.96783053584751,7.25298776226413e-05,0.0014533839156211,ENSG00000145675,PIK3R1,5,1,1,1,trans_gene,C Metastasis vs. B Primary
200.799554000162,-2.40359938331327,0.565358790385266,-4.25145840869535,2.12382955158271e-05,0.000526006878725083,ENSG00000145819,ARHGAP26,5,2,2,2,trans_gene,C Metastasis vs. B Primary
1149.29515733579,-2.69794940275028,0.456460047170833,-5.91059265640516,3.40879041706499e-09,3.13772777801816e-07,ENSG00000145824,CXCL14,5,1,1,1,trans_gene,C Metastasis vs. B Primary
847.033845268394,1.10982620190276,0.279186214840355,3.97521848468552,7.03146742998388e-05,0.00141558653651828,ENSG00000145882,PCYOX1L,5,2,2,2,trans_gene,C Metastasis vs. B Primary
5.78290335645235,-3.87232305358588,1.23218369817416,-3.14265077465629,0.00167425461000822,0.0163447523716078,ENSG00000146039,SLC17A4,6,3,3,3,trans_gene,C Metastasis vs. B Primary
24.2941855153959,-2.20201400062933,0.517799994951646,-4.2526342643842,2.11270469206179e-05,0.000524761700785853,ENSG00000146216,TTBK1,6,3,3,3,trans_gene,C Metastasis vs. B Primary
3734.59354943782,-1.15947233348939,0.396728062915046,-2.92258713681587,0.00347136473872881,0.0274094501136417,ENSG00000146278,PNRC1,6,3,3,3,trans_gene,C Metastasis vs. B Primary
57.981823159575,8.95161383814691,1.65005882953233,5.42502708263077,5.79457534549304e-08,3.8659699775958e-06,ENSG00000146285,SCML4,6,3,3,3,trans_gene,C Metastasis vs. B Primary
1526.27186965332,3.3138990931832,0.530777788794424,6.24347733297241,4.27948351985288e-10,4.84291053063713e-08,ENSG00000146574,CCZ1B,7,2,3,3,trans_gene,C Metastasis vs. B Primary
1105.0780800543,1.40927313960298,0.347199145777886,4.05897640227646,4.92882936012211e-05,0.00105522313153958,ENSG00000146859,TMEM140,7,2,3,3,trans_gene,C Metastasis vs. B Primary
6.60469695981099,5.813518041107,1.96768069611334,2.95450275676848,0.0031317335548668,0.0252963536742948,ENSG00000146910,CNPY1,7,2,3,3,trans_gene,C Metastasis vs. B Primary
276.269412689433,1.12260168589327,0.382486458718489,2.93501027370883,0.0033353664449176,0.0265917844448201,ENSG00000147121,KRBOX4,X,2,2,2,trans_gene,C Metastasis vs. B Primary
1343.74763036022,3.26043297121528,0.808464966439211,4.03286859240849,5.51000942704131e-05,0.00115285045622242,ENSG00000147144,CCDC120,X,2,2,2,trans_gene,C Metastasis vs. B Primary
60.2773753258072,-2.35043791101588,0.584552391514795,-4.02091915991485,5.79714982272101e-05,0.00119791524487991,ENSG00000147257,GPC3,X,2,2,2,trans_gene,C Metastasis vs. B Primary
422.696512279364,3.09156772772483,0.501223044802846,6.16804785769754,6.91382210926077e-10,7.53212784599402e-08,ENSG00000147408,CSGALNACT1,8,2,2,2,trans_gene,C Metastasis vs. B Primary
74.1888793794139,2.03362443914321,0.58701742865963,3.46433400416526,0.0005315460808113,0.00703266924596841,ENSG00000147526,TACC1,8,2,2,2,trans_gene,C Metastasis vs. B Primary
506.907740169263,-1.12463910356477,0.332939856501926,-3.37790469239979,0.000730403908608061,0.00896111366990061,ENSG00000147592,LACTB2,8,2,2,2,trans_gene,C Metastasis vs. B Primary
2695.58979298812,-1.04353172930699,0.337483960247436,-3.09209281692053,0.00198750694090638,0.0184525118521152,ENSG00000147679,UTP23,8,7,7,7,trans_gene,C Metastasis vs. B Primary
487.394763109052,-2.31051974512449,0.43235371208146,-5.34404974575346,9.08926058623572e-08,5.70997965222173e-06,ENSG00000147697,GSDMC,8,7,7,7,trans_gene,C Metastasis vs. B Primary
19.1646607512522,7.3541655919792,1.82776915026296,4.02357463518911,5.73214072862774e-05,0.00118733259159891,ENSG00000147724,FAM135B,8,7,7,7,trans_gene,C Metastasis vs. B Primary
1164.22162254881,-2.12359716481764,0.313848292446326,-6.76631740853207,1.32101568148475e-11,2.20763523547544e-09,ENSG00000147804,SLC39A4,8,7,7,7,trans_gene,C Metastasis vs. B Primary
2086.70708695955,-2.03012544166275,0.257569072985587,-7.8818680291494,3.22522566666973e-15,2.11345263715774e-12,ENSG00000147813,NAPRT,8,7,7,7,trans_gene,C Metastasis vs. B Primary
232.349741548954,-1.4112551393314,0.441145270971599,-3.19907121802118,0.00137871105915392,0.0142021265477058,ENSG00000147889,CDKN2A,9,4,4,4,trans_gene,C Metastasis vs. B Primary
748.437198436724,-1.13076338961726,0.414921716693072,-2.7252451345026,0.00642537621187648,0.0419098146021333,ENSG00000147894,C9orf72,9,4,4,4,trans_gene,C Metastasis vs. B Primary
988.079308848155,-1.28836205147115,0.458987989024395,-2.80696245278582,0.00500110705569116,0.0351506965086206,ENSG00000148019,CEP78,9,3,3,3,trans_gene,C Metastasis vs. B Primary
18.7155905439159,3.60204668124775,1.11067074384798,3.24312736353195,0.00118225348737011,0.0127156127569814,ENSG00000148204,CRB2,9,3,3,3,trans_gene,C Metastasis vs. B Primary
1282.31686568832,4.25205653993691,1.43296108633622,2.96732170920881,0.00300406452453766,0.0245415105177345,ENSG00000148297,MED22,9,3,3,3,trans_gene,C Metastasis vs. B Primary
2409.49252987906,1.22517793086226,0.288289724075736,4.24981478195315,2.13947352142559e-05,0.000528950485329821,ENSG00000148331,ASB6,9,3,3,3,trans_gene,C Metastasis vs. B Primary
15098.4035455001,-1.5087913510605,0.393943558381985,-3.82996832657308,0.000128159753900859,0.00228602470869999,ENSG00000148346,LCN2,9,3,3,3,trans_gene,C Metastasis vs. B Primary
141.850458932723,1.75690697104733,0.628347650869188,2.79607470262206,0.00517274424786021,0.0359896712766442,ENSG00000148357,HMCN2,9,3,3,3,trans_gene,C Metastasis vs. B Primary
15.6983475273406,-2.08311150337432,0.741155159442339,-2.81062808082143,0.00494449046641441,0.0349813047260136,ENSG00000148604,RGR,10,2,2,2,trans_gene,C Metastasis vs. B Primary
69.0603973700397,-1.53607424050922,0.514715739130986,-2.98431565955732,0.00284213398957123,0.0237081668162599,ENSG00000148734,NPFFR1,10,2,2,2,trans_gene,C Metastasis vs. B Primary
120.958936778651,-2.03345967722365,0.422849561086183,-4.80894356848865,1.51730028674725e-06,5.96285156068047e-05,ENSG00000148735,PLEKHS1,10,2,2,2,trans_gene,C Metastasis vs. B Primary
785.177947995041,1.49801193524497,0.313297647723771,4.78143371368604,1.74049395434405e-06,6.56998299037808e-05,ENSG00000148814,LRRC27,10,2,2,2,trans_gene,C Metastasis vs. B Primary
182.18731227516,-1.83627264156103,0.684589926940182,-2.68229573544614,0.00731187895815287,0.0457670445478856,ENSG00000148926,ADM,11,2,2,2,trans_gene,C Metastasis vs. B Primary
1915.85303501344,-1.03191762843341,0.347119199157902,-2.97280482017937,0.00295092035178472,0.0242766900770987,ENSG00000149084,HSD17B12,11,2,2,2,trans_gene,C Metastasis vs. B Primary
3837.02497782182,1.0080576991485,0.334051135695908,3.01767481511019,0.0025472207662168,0.0219886213886108,ENSG00000149091,DGKZ,11,2,2,2,trans_gene,C Metastasis vs. B Primary
5979.27492968717,-1.10445917373263,0.370593932571462,-2.98024084223142,0.00288021834284304,0.023873978367608,ENSG00000149100,EIF3M,11,2,2,2,trans_gene,C Metastasis vs. B Primary
19.3403041485473,7.36299507963153,1.82123215328004,4.04286464324208,5.28021054150254e-05,0.00111931359668575,ENSG00000149124,GLYAT,11,2,2,2,trans_gene,C Metastasis vs. B Primary
1281.28989008894,-1.0702923247081,0.38896617803309,-2.75163339424604,0.00592988635704426,0.0395165055608993,ENSG00000149131,SERPING1,11,2,2,2,trans_gene,C Metastasis vs. B Primary
1727.96712515771,1.74900303667153,0.396849801190583,4.4072166129966,1.04707460859639e-05,0.000291215515642179,ENSG00000149177,PTPRJ,11,2,2,2,trans_gene,C Metastasis vs. B Primary
296.082232700505,-1.97169783429121,0.597943217409441,-3.29746667724318,0.000975612504843221,0.0110919537951561,ENSG00000149231,CCDC82,11,2,2,2,trans_gene,C Metastasis vs. B Primary
1818.54275462868,1.22822005218402,0.316075416809083,3.88584491822688,0.000101974592696713,0.00191625400009663,ENSG00000149328,GLB1L2,11,2,2,2,trans_gene,C Metastasis vs. B Primary
394.272528315788,3.13706553593322,0.582709119044955,5.38358751116645,7.30157233473966e-08,4.72488588713812e-06,ENSG00000149346,SLX4IP,20,2,2,2,trans_gene,C Metastasis vs. B Primary
1920.00919266955,6.14287945528446,1.17722487377553,5.21810198894573,1.80765924962592e-07,9.8465945138642e-06,ENSG00000149428,HYOU1,11,2,2,2,trans_gene,C Metastasis vs. B Primary
21.6081583021027,7.52310458278546,1.75712624479985,4.28148211037756,1.85652650772446e-05,0.000468568779728169,ENSG00000149534,MS4A2,11,2,2,2,trans_gene,C Metastasis vs. B Primary
23.4227963481426,-2.04407452539683,0.582344072649865,-3.51008041705583,0.000447971190263034,0.00619351654457639,ENSG00000149564,ESAM,11,2,2,2,trans_gene,C Metastasis vs. B Primary
33.1614486273844,2.57681670192743,0.670187009276823,3.84492188935143,0.000120590845069518,0.00218038888254371,ENSG00000149571,KIRREL3,11,2,2,2,trans_gene,C Metastasis vs. B Primary
3002.09518009847,1.61907204030232,0.286331587803572,5.65453519369657,1.56268577329877e-08,1.22265955526326e-06,ENSG00000149596,JPH2,20,2,2,2,trans_gene,C Metastasis vs. B Primary
16900.6928212507,-3.82899670834535,0.546674805116809,-7.00415799760006,2.48475587052133e-12,5.55813592325379e-10,ENSG00000149925,ALDOA,16,3,3,3,trans_gene,C Metastasis vs. B Primary
18.3790875833539,-4.63715360472888,1.08876440416744,-4.25909736484712,2.05254057392095e-05,0.000512034505781178,ENSG00000149968,MMP3,11,2,2,2,trans_gene,C Metastasis vs. B Primary
443.203254198763,2.6364708110391,0.558075724582686,4.72421697433727,2.31003681114925e-06,8.23243553422611e-05,ENSG00000150054,MPP7,10,3,3,4,cis_gene,C Metastasis vs. B Primary
15.7376098085122,-2.40710012996339,0.690530351077315,-3.48587158581517,0.000490536420004181,0.00663283848981301,ENSG00000150275,PCDH15,10,2,2,2,trans_gene,C Metastasis vs. B Primary
26.8362917821383,-2.87966305378052,0.60338483763709,-4.77251477690016,1.81939754999926e-06,6.82293900395147e-05,ENSG00000150625,GPM6A,4,3,3,3,trans_gene,C Metastasis vs. B Primary
152.555234851685,1.30156939448635,0.430931187244974,3.02036481232082,0.00252470386456478,0.0218921008306498,ENSG00000150637,CD226,18,2,2,2,trans_gene,C Metastasis vs. B Primary
389.093335334948,1.83634349809129,0.385096470225252,4.76852851187437,1.85576411978014e-06,6.91412722808995e-05,ENSG00000150687,PRSS23,11,2,2,2,trans_gene,C Metastasis vs. B Primary
7.40521417361678,5.96850148986672,1.77104517932395,3.37004473942614,0.000751559803535284,0.00914573647263339,ENSG00000150722,PPP1R1C,2,2,2,2,trans_gene,C Metastasis vs. B Primary
112.279238323043,-1.99921007246125,0.579431052142548,-3.45029846962605,0.000559967081777531,0.00731868897390785,ENSG00000150995,ITPR1,3,2,2,2,trans_gene,C Metastasis vs. B Primary
1502.35783648455,1.49487042977425,0.382358293124659,3.90960639968878,9.24466295947592e-05,0.00176417276631329,ENSG00000151131,C12orf45,12,2,2,2,trans_gene,C Metastasis vs. B Primary
3389.33561179576,1.26643183165549,0.328120213417207,3.85965807612474,0.000113545787988123,0.00208364994524473,ENSG00000151176,PLBD2,12,2,2,2,trans_gene,C Metastasis vs. B Primary
333.212690149945,-1.12206520859284,0.379203817132424,-2.95900293693772,0.00308636159934571,0.0250710439875119,ENSG00000151287,TEX30,13,2,2,2,trans_gene,C Metastasis vs. B Primary
1224.22579884395,-1.21529699869827,0.406278187836532,-2.99129275231298,0.00277799032429372,0.0233256329034477,ENSG00000151338,MIPOL1,14,1,1,1,trans_gene,C Metastasis vs. B Primary
34.1763919135456,-2.6944834518173,0.676990187808788,-3.98009232680097,6.88885080579768e-05,0.00139175808591779,ENSG00000151365,THRSP,11,2,2,2,trans_gene,C Metastasis vs. B Primary
468.849787492148,1.38126728327155,0.399252088524338,3.45963696364571,0.000540904111884902,0.00713454596005734,ENSG00000151376,ME3,11,2,2,2,trans_gene,C Metastasis vs. B Primary
1213.18276311525,1.8420640173407,0.277403800343474,6.64037051785128,3.12895599023986e-11,4.72444907543848e-09,ENSG00000151388,ADAMTS12,5,3,3,4,cis_gene,C Metastasis vs. B Primary
573.252602256059,-1.20132499962279,0.372619553890035,-3.22399881348502,0.00126413923431,0.0132842665690953,ENSG00000151470,C4orf33,4,2,2,2,trans_gene,C Metastasis vs. B Primary
4858.63693453575,7.29300384385542,1.11558040074774,6.53740764804324,6.25942712042215e-11,8.75963569299402e-09,ENSG00000151474,FRMD4A,10,3,3,4,cis_gene,C Metastasis vs. B Primary
141.620844869946,1.15237112353392,0.269743308125999,4.27210273181508,1.93638324894714e-05,0.000485874123383776,ENSG00000151623,NR3C2,4,2,2,2,trans_gene,C Metastasis vs. B Primary
67.7173387664335,2.76852079763705,0.679583703846411,4.07384812491435,4.62426436137702e-05,0.00100248693264966,ENSG00000151632,AKR1C2,10,3,3,4,cis_gene,C Metastasis vs. B Primary
802.00552325627,1.31806163176887,0.337409996030333,3.90640955299493,9.36776848690899e-05,0.00178371016554385,ENSG00000151657,KIN,10,3,3,4,cis_gene,C Metastasis vs. B Primary
188.998103306821,-1.1870965195018,0.401366019357784,-2.95764081224725,0.00310003122303071,0.0251583391994472,ENSG00000151790,TDO2,4,2,2,2,trans_gene,C Metastasis vs. B Primary
