,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1650,7.82E+01,4.0617679,1.4513597,2.798595,5.13E-03,2.26E-02,ENSG00000133055,MYBPH
893,3.81E+01,4.0421041,1.6090295,2.512138,1.20E-02,4.43E-02,ENSG00000108576,SLC6A4
1028,6.51E+03,4.0392859,1.0525574,3.837592,1.24E-04,1.02E-03,ENSG00000113140,SPARC
3607,2.19E+02,4.0258921,0.5608142,7.178655,7.04E-13,3.81E-11,ENSG00000185522,LMNTD2
1547,7.65E+02,4.018547,1.4458146,2.779434,5.45E-03,2.37E-02,ENSG00000130635,COL5A1
1832,1.29E+02,4.0124079,0.5860081,6.847018,7.54E-12,3.51E-10,ENSG00000137404,NRM
1874,7.26E+02,4.0109947,1.4119471,2.840754,4.50E-03,2.03E-02,ENSG00000138615,CILP
678,1.41E+03,4.0066635,0.3758426,10.660482,1.56E-26,3.14E-24,ENSG00000103226,NOMO3
421,1.00E+02,4.0048511,1.1091004,3.6109,3.05E-04,2.19E-03,ENSG00000087303,NID2
1082,9.66E+01,4.0008311,1.0792444,3.707067,2.10E-04,1.59E-03,ENSG00000114948,ADAM23
2579,3.07E+02,3.9936715,0.4484914,8.904678,5.35E-19,6.13E-17,ENSG00000162520,SYNC
1814,5.51E+01,3.9920115,1.110967,3.593276,3.27E-04,2.33E-03,ENSG00000136999,CCN3
4371,2.87E+01,3.9890877,1.2629705,3.158496,1.59E-03,8.82E-03,ENSG00000269113,TRABD2B
3986,1.37E+02,3.9704539,0.8177468,4.855359,1.20E-06,1.91E-05,ENSG00000204305,AGER
181,2.75E+01,3.965811,1.4726919,2.692899,7.08E-03,2.92E-02,ENSG00000054356,PTPRN
2798,1.04E+02,3.9502143,0.9141944,4.320978,1.55E-05,1.76E-04,ENSG00000166482,MFAP4
3016,8.99E+02,3.913,0.2402448,16.287554,1.21E-59,9.62E-57,ENSG00000170892,TSEN34
2120,1.73E+01,3.9124131,1.4603365,2.679118,7.38E-03,3.01E-02,ENSG00000145335,SNCA
